distribuicao_geo_id,localidade_id,nacionalidade_id,populacao_nacional_local,concentracao_relativa,dominio_regional
1610,135,18,28,7.04,Médio
1611,135,8,13,3.27,Baixo
1612,135,6,12,3.02,Baixo
1613,135,9,5,1.26,Baixo
1614,135,19,18,4.52,Baixo
1615,135,10,2,0.5,Baixo
1616,135,13,25,6.28,Médio
1617,135,7,9,2.26,Baixo
1618,135,1,12,3.02,Baixo
1619,135,17,19,4.77,Baixo
1620,136,4,158,46.06,Alto
1621,136,2,21,6.12,Médio
1622,136,5,3,0.87,Baixo
1623,136,15,45,13.12,Alto
1624,136,18,12,3.5,Baixo
1625,136,8,10,2.92,Baixo
1626,136,6,1,0.29,Baixo
1627,136,9,2,0.58,Baixo
1628,136,19,40,11.66,Alto
1629,136,10,3,0.87,Baixo
1630,136,7,7,2.04,Baixo
1631,136,1,4,1.17,Baixo
1632,137,4,107,16.46,Alto
1633,137,2,24,3.69,Baixo
1634,137,5,5,0.77,Baixo
1635,137,15,158,24.31,Alto
1636,137,18,8,1.23,Baixo
1637,137,8,17,2.62,Baixo
1638,137,6,23,3.54,Baixo
1639,137,19,29,4.46,Baixo
1640,137,10,6,0.92,Baixo
1641,137,13,2,0.31,Baixo
1642,137,7,5,0.77,Baixo
1643,137,1,26,4.0,Baixo
1644,137,17,5,0.77,Baixo
1645,138,4,12,9.45,Médio
1646,138,2,4,3.15,Baixo
1647,138,15,32,25.2,Alto
1648,138,8,17,13.39,Alto
1649,138,6,6,4.72,Baixo
1650,138,9,1,0.79,Baixo
1651,138,10,3,2.36,Baixo
1652,138,7,5,3.94,Baixo
1653,138,1,12,9.45,Médio
1654,138,17,1,0.79,Baixo
1655,139,4,56,26.17,Alto
1656,139,2,11,5.14,Médio
1657,139,5,3,1.4,Baixo
1658,139,15,49,22.9,Alto
1659,139,18,18,8.41,Médio
1660,139,8,19,8.88,Médio
1661,139,6,6,2.8,Baixo
1662,139,9,1,0.47,Baixo
1663,139,19,2,0.93,Baixo
1664,139,10,5,2.34,Baixo
1665,139,13,2,0.93,Baixo
1666,139,7,3,1.4,Baixo
1667,139,1,2,0.93,Baixo
1668,139,17,1,0.47,Baixo
1669,140,4,52,15.85,Alto
1670,140,2,2,0.61,Baixo
1671,140,5,1,0.3,Baixo
1672,140,15,141,42.99,Alto
1673,140,18,16,4.88,Baixo
1674,140,8,10,3.05,Baixo
1675,140,9,1,0.3,Baixo
1676,140,19,4,1.22,Baixo
1677,140,10,2,0.61,Baixo
1678,140,13,1,0.3,Baixo
1679,140,7,1,0.3,Baixo
1680,140,1,6,1.83,Baixo
1681,141,4,120,35.82,Alto
1682,141,2,16,4.78,Baixo
1683,141,5,8,2.39,Baixo
1684,141,15,26,7.76,Médio
1685,141,18,21,6.27,Médio
1686,141,8,10,2.99,Baixo
1687,141,6,15,4.48,Baixo
1688,141,9,6,1.79,Baixo
1689,141,19,2,0.6,Baixo
1690,141,10,4,1.19,Baixo
1691,141,13,10,2.99,Baixo
1692,141,7,11,3.28,Baixo
1693,141,1,11,3.28,Baixo
1694,142,4,52,9.67,Médio
1695,142,2,8,1.49,Baixo
1696,142,5,4,0.74,Baixo
1697,142,15,146,27.14,Alto
1698,142,18,6,1.12,Baixo
1699,142,8,13,2.42,Baixo
1700,142,6,21,3.9,Baixo
1701,142,19,3,0.56,Baixo
1702,142,10,5,0.93,Baixo
1703,142,7,4,0.74,Baixo
1704,142,1,44,8.18,Médio
1705,143,4,75,30.24,Alto
1706,143,2,7,2.82,Baixo
1707,143,5,1,0.4,Baixo
1708,143,15,84,33.87,Alto
1709,143,18,7,2.82,Baixo
1710,143,8,9,3.63,Baixo
1711,143,6,3,1.21,Baixo
1712,143,9,1,0.4,Baixo
1713,143,10,4,1.61,Baixo
1714,143,7,2,0.81,Baixo
1715,143,1,4,1.61,Baixo
1716,144,4,6390,46.93,Alto
1717,144,2,353,2.59,Baixo
1718,144,5,245,1.8,Baixo
1719,144,15,794,5.83,Médio
1720,144,18,1591,11.68,Alto
1721,144,8,484,3.55,Baixo
1722,144,6,317,2.33,Baixo
1723,144,9,56,0.41,Baixo
1724,144,19,555,4.08,Baixo
1725,144,10,153,1.12,Baixo
1726,144,13,81,0.59,Baixo
1727,144,7,174,1.28,Baixo
1728,144,1,224,1.65,Baixo
1729,144,17,94,0.69,Baixo
1730,145,4,62,16.94,Alto
1731,145,2,7,1.91,Baixo
1732,145,15,171,46.72,Alto
1733,145,18,13,3.55,Baixo
1734,145,8,16,4.37,Baixo
1735,145,6,3,0.82,Baixo
1736,145,19,9,2.46,Baixo
1737,145,10,1,0.27,Baixo
1738,145,7,2,0.55,Baixo
1739,145,1,10,2.73,Baixo
1740,146,4,92,23.41,Alto
1741,146,2,12,3.05,Baixo
1742,146,5,5,1.27,Baixo
1743,146,15,147,37.4,Alto
1744,146,18,17,4.33,Baixo
1745,146,8,17,4.33,Baixo
1746,146,6,6,1.53,Baixo
1747,146,9,1,0.25,Baixo
1748,146,19,8,2.04,Baixo
1749,146,10,4,1.02,Baixo
1750,146,7,8,2.04,Baixo
1751,146,1,9,2.29,Baixo
1752,147,4,292,43.26,Alto
1753,147,2,22,3.26,Baixo
1754,147,5,11,1.63,Baixo
1755,147,15,24,3.56,Baixo
1756,147,18,154,22.81,Alto
1757,147,8,24,3.56,Baixo
1758,147,6,20,2.96,Baixo
1759,147,9,4,0.59,Baixo
1760,147,19,5,0.74,Baixo
1761,147,10,3,0.44,Baixo
1762,147,13,4,0.59,Baixo
1763,147,7,5,0.74,Baixo
1764,147,1,8,1.19,Baixo
1765,147,17,15,2.22,Baixo
1766,148,4,18,20.45,Alto
1767,148,2,3,3.41,Baixo
1768,148,5,1,1.14,Baixo
1769,148,15,24,27.27,Alto
1770,148,18,5,5.68,Médio
1771,148,8,4,4.55,Baixo
1772,148,6,2,2.27,Baixo
1773,148,19,1,1.14,Baixo
1774,148,10,1,1.14,Baixo
1775,148,1,5,5.68,Médio
1776,148,17,1,1.14,Baixo
1777,149,4,35,13.73,Alto
1778,149,2,4,1.57,Baixo
1779,149,15,78,30.59,Alto
1780,149,18,6,2.35,Baixo
1781,149,8,11,4.31,Baixo
1782,149,6,12,4.71,Baixo
1783,149,19,2,0.78,Baixo
1784,149,10,3,1.18,Baixo
1785,149,7,1,0.39,Baixo
1786,149,1,13,5.1,Médio
1787,150,4,3624,55.25,Alto
1788,150,2,199,3.03,Baixo
1789,150,5,97,1.48,Baixo
1790,150,15,124,1.89,Baixo
1791,150,18,714,10.89,Alto
1792,150,8,196,2.99,Baixo
1793,150,6,147,2.24,Baixo
1794,150,9,34,0.52,Baixo
1795,150,19,81,1.23,Baixo
1796,150,10,79,1.2,Baixo
1797,150,13,49,0.75,Baixo
1798,150,7,98,1.49,Baixo
1799,150,1,63,0.96,Baixo
1800,150,17,39,0.59,Baixo
1801,151,4,944,40.95,Alto
1802,151,2,57,2.47,Baixo
1803,151,5,70,3.04,Baixo
1804,151,15,30,1.3,Baixo
1805,151,18,285,12.36,Alto
1806,151,8,95,4.12,Baixo
1807,151,6,49,2.13,Baixo
1808,151,9,11,0.48,Baixo
1809,151,19,374,16.23,Alto
1810,151,10,27,1.17,Baixo
1811,151,13,11,0.48,Baixo
1812,151,7,20,0.87,Baixo
1813,151,1,26,1.13,Baixo
1814,151,17,14,0.61,Baixo
1815,152,4,30,9.38,Médio
1816,152,2,2,0.62,Baixo
1817,152,5,11,3.44,Baixo
1818,152,15,115,35.94,Alto
1819,152,18,10,3.12,Baixo
1820,152,8,7,2.19,Baixo
1821,152,6,2,0.62,Baixo
1822,152,10,3,0.94,Baixo
1823,152,1,61,19.06,Alto
1824,152,17,6,1.88,Baixo
1825,153,4,919,52.25,Alto
1826,153,2,28,1.59,Baixo
1827,153,5,17,0.97,Baixo
1828,153,15,40,2.27,Baixo
1829,153,18,237,13.47,Alto
1830,153,8,83,4.72,Baixo
1831,153,6,53,3.01,Baixo
1832,153,9,5,0.28,Baixo
1833,153,19,45,2.56,Baixo
1834,153,10,27,1.53,Baixo
1835,153,13,16,0.91,Baixo
1836,153,7,31,1.76,Baixo
1837,153,1,24,1.36,Baixo
1838,153,17,12,0.68,Baixo
1839,154,4,374,41.74,Alto
1840,154,2,19,2.12,Baixo
1841,154,5,33,3.68,Baixo
1842,154,15,41,4.58,Baixo
1843,154,18,150,16.74,Alto
1844,154,8,31,3.46,Baixo
1845,154,6,23,2.57,Baixo
1846,154,9,1,0.11,Baixo
1847,154,19,30,3.35,Baixo
1848,154,10,5,0.56,Baixo
1849,154,13,1,0.11,Baixo
1850,154,7,9,1.0,Baixo
1851,154,1,5,0.56,Baixo
1852,154,17,7,0.78,Baixo
1853,155,4,3186,52.21,Alto
1854,155,2,354,5.8,Médio
1855,155,5,82,1.34,Baixo
1856,155,15,203,3.33,Baixo
1857,155,18,264,4.33,Baixo
1858,155,8,176,2.88,Baixo
1859,155,6,206,3.38,Baixo
1860,155,9,18,0.29,Baixo
1861,155,19,104,1.7,Baixo
1862,155,10,139,2.28,Baixo
1863,155,13,22,0.36,Baixo
1864,155,7,124,2.03,Baixo
1865,155,1,159,2.61,Baixo
1866,155,17,93,1.52,Baixo
1867,156,4,26,41.94,Alto
1868,156,2,3,4.84,Baixo
1869,156,15,2,3.23,Baixo
1870,156,18,6,9.68,Médio
1871,156,8,5,8.06,Médio
1872,156,6,4,6.45,Médio
1873,156,19,4,6.45,Médio
1874,156,1,1,1.61,Baixo
1875,157,4,101,47.2,Alto
1876,157,2,6,2.8,Baixo
1877,157,5,1,0.47,Baixo
1878,157,15,24,11.21,Alto
1879,157,8,9,4.21,Baixo
1880,157,6,8,3.74,Baixo
1881,157,10,4,1.87,Baixo
1882,157,7,1,0.47,Baixo
1883,157,1,10,4.67,Baixo
1884,158,4,65,39.88,Alto
1885,158,2,5,3.07,Baixo
1886,158,5,2,1.23,Baixo
1887,158,15,7,4.29,Baixo
1888,158,8,5,3.07,Baixo
1889,158,6,16,9.82,Médio
1890,158,9,2,1.23,Baixo
1891,158,10,8,4.91,Baixo
1892,158,7,8,4.91,Baixo
1893,158,1,6,3.68,Baixo
1894,159,4,194,50.13,Alto
1895,159,2,12,3.1,Baixo
1896,159,15,23,5.94,Médio
1897,159,18,24,6.2,Médio
1898,159,8,7,1.81,Baixo
1899,159,6,14,3.62,Baixo
1900,159,9,4,1.03,Baixo
1901,159,10,4,1.03,Baixo
1902,159,13,1,0.26,Baixo
1903,159,7,10,2.58,Baixo
1904,159,1,13,3.36,Baixo
1905,160,4,94,37.9,Alto
1906,160,2,19,7.66,Médio
1907,160,5,1,0.4,Baixo
1908,160,15,21,8.47,Médio
1909,160,18,6,2.42,Baixo
1910,160,8,5,2.02,Baixo
1911,160,6,2,0.81,Baixo
1912,160,9,2,0.81,Baixo
1913,160,10,10,4.03,Baixo
1914,160,7,5,2.02,Baixo
1915,160,1,14,5.65,Médio
1916,161,4,234,61.26,Alto
1917,161,2,10,2.62,Baixo
1918,161,5,3,0.79,Baixo
1919,161,15,6,1.57,Baixo
1920,161,18,18,4.71,Baixo
1921,161,8,3,0.79,Baixo
1922,161,6,8,2.09,Baixo
1923,161,9,1,0.26,Baixo
1924,161,19,18,4.71,Baixo
1925,161,10,8,2.09,Baixo
1926,161,7,7,1.83,Baixo
1927,161,1,3,0.79,Baixo
1928,161,17,1,0.26,Baixo
1929,162,4,33,39.76,Alto
1930,162,2,4,4.82,Baixo
1931,162,18,1,1.2,Baixo
1932,162,8,10,12.05,Alto
1933,162,6,3,3.61,Baixo
1934,162,19,3,3.61,Baixo
1935,162,10,1,1.2,Baixo
1936,162,7,6,7.23,Médio
1937,162,1,4,4.82,Baixo
1938,163,4,92,32.06,Alto
1939,163,2,21,7.32,Médio
1940,163,5,4,1.39,Baixo
1941,163,15,19,6.62,Médio
1942,163,18,7,2.44,Baixo
1943,163,8,18,6.27,Médio
1944,163,6,11,3.83,Baixo
1945,163,9,1,0.35,Baixo
1946,163,19,33,11.5,Alto
1947,163,10,4,1.39,Baixo
1948,163,7,6,2.09,Baixo
1949,163,1,5,1.74,Baixo
1950,163,17,7,2.44,Baixo
1951,164,4,139,44.41,Alto
1952,164,2,20,6.39,Médio
1953,164,5,4,1.28,Baixo
1954,164,15,9,2.88,Baixo
1955,164,18,7,2.24,Baixo
1956,164,8,8,2.56,Baixo
1957,164,6,13,4.15,Baixo
1958,164,19,5,1.6,Baixo
1959,164,10,6,1.92,Baixo
1960,164,13,15,4.79,Baixo
1961,164,7,6,1.92,Baixo
1962,164,1,15,4.79,Baixo
1963,164,17,24,7.67,Médio
1964,165,4,54,38.3,Alto
1965,165,2,4,2.84,Baixo
1966,165,15,8,5.67,Médio
1967,165,18,6,4.26,Baixo
1968,165,8,15,10.64,Alto
1969,165,6,10,7.09,Médio
1970,165,7,7,4.96,Baixo
1971,165,1,12,8.51,Médio
1972,165,17,1,0.71,Baixo
1973,166,4,219,42.61,Alto
1974,166,2,46,8.95,Médio
1975,166,5,13,2.53,Baixo
1976,166,15,22,4.28,Baixo
1977,166,18,14,2.72,Baixo
1978,166,8,19,3.7,Baixo
1979,166,6,19,3.7,Baixo
1980,166,9,1,0.19,Baixo
1981,166,19,7,1.36,Baixo
1982,166,10,9,1.75,Baixo
1983,166,7,5,0.97,Baixo
1984,166,1,14,2.72,Baixo
1985,166,17,11,2.14,Baixo
1986,167,4,27,32.14,Alto
1987,167,2,3,3.57,Baixo
1988,167,5,1,1.19,Baixo
1989,167,15,4,4.76,Baixo
1990,167,18,10,11.9,Alto
1991,167,8,8,9.52,Médio
1992,167,6,9,10.71,Alto
1993,167,10,2,2.38,Baixo
1994,167,7,3,3.57,Baixo
1995,167,1,7,8.33,Médio
1996,168,4,1828,59.64,Alto
1997,168,2,189,6.17,Médio
1998,168,5,52,1.7,Baixo
1999,168,15,51,1.66,Baixo
2000,168,18,159,5.19,Médio
2001,168,8,54,1.76,Baixo
2002,168,6,88,2.87,Baixo
2003,168,9,7,0.23,Baixo
2004,168,19,33,1.08,Baixo
2005,168,10,81,2.64,Baixo
2006,168,13,5,0.16,Baixo
2007,168,7,56,1.83,Baixo
2008,168,1,46,1.5,Baixo
2009,168,17,42,1.37,Baixo
2010,169,4,80,50.31,Alto
2011,169,2,12,7.55,Médio
2012,169,5,1,0.63,Baixo
2013,169,15,7,4.4,Baixo
2014,169,18,6,3.77,Baixo
2015,169,8,10,6.29,Médio
2016,169,6,1,0.63,Baixo
2017,169,19,1,0.63,Baixo
2018,169,10,2,1.26,Baixo
2019,169,13,1,0.63,Baixo
2020,169,7,4,2.52,Baixo
2021,169,1,9,5.66,Médio
2022,169,17,7,4.4,Baixo
2023,170,4,777,26.44,Alto
2024,170,2,124,4.22,Baixo
2025,170,5,79,2.69,Baixo
2026,170,15,413,14.05,Alto
2027,170,18,147,5.0,Médio
2028,170,8,161,5.48,Médio
2029,170,6,57,1.94,Baixo
2030,170,9,101,3.44,Baixo
2031,170,19,174,5.92,Médio
2032,170,10,33,1.12,Baixo
2033,170,13,21,0.71,Baixo
2034,170,7,72,2.45,Baixo
2035,170,1,101,3.44,Baixo
2036,170,17,57,1.94,Baixo
2037,171,4,549,31.21,Alto
2038,171,2,95,5.4,Médio
2039,171,5,55,3.13,Baixo
2040,171,15,166,9.44,Médio
2041,171,18,98,5.57,Médio
2042,171,8,91,5.17,Médio
2043,171,6,36,2.05,Baixo
2044,171,9,79,4.49,Baixo
2045,171,19,117,6.65,Médio
2046,171,10,17,0.97,Baixo
2047,171,13,14,0.8,Baixo
2048,171,7,28,1.59,Baixo
2049,171,1,36,2.05,Baixo
2050,171,17,16,0.91,Baixo
2051,172,4,45,9.87,Médio
2052,172,2,12,2.63,Baixo
2053,172,5,16,3.51,Baixo
2054,172,15,79,17.32,Alto
2055,172,18,21,4.61,Baixo
2056,172,8,14,3.07,Baixo
2057,172,6,4,0.88,Baixo
2058,172,9,19,4.17,Baixo
2059,172,19,32,7.02,Médio
2060,172,10,6,1.32,Baixo
2061,172,13,4,0.88,Baixo
2062,172,7,19,4.17,Baixo
2063,172,1,36,7.89,Médio
2064,172,17,41,8.99,Médio
2065,173,4,40,27.59,Alto
2066,173,2,2,1.38,Baixo
2067,173,5,3,2.07,Baixo
2068,173,15,24,16.55,Alto
2069,173,8,17,11.72,Alto
2070,173,6,5,3.45,Baixo
2071,173,19,5,3.45,Baixo
2072,173,10,6,4.14,Baixo
2073,173,13,2,1.38,Baixo
2074,173,7,3,2.07,Baixo
2075,173,1,9,6.21,Médio
2076,174,4,24,10.39,Alto
2077,174,2,5,2.16,Baixo
2078,174,5,2,0.87,Baixo
2079,174,15,86,37.23,Alto
2080,174,18,9,3.9,Baixo
2081,174,8,21,9.09,Médio
2082,174,10,2,0.87,Baixo
2083,174,7,12,5.19,Médio
2084,174,1,8,3.46,Baixo
2085,175,4,73,37.06,Alto
2086,175,2,5,2.54,Baixo
2087,175,5,3,1.52,Baixo
2088,175,15,37,18.78,Alto
2089,175,18,5,2.54,Baixo
2090,175,8,14,7.11,Médio
2091,175,6,12,6.09,Médio
2092,175,9,1,0.51,Baixo
2093,175,19,3,1.52,Baixo
2094,175,10,1,0.51,Baixo
2095,175,13,1,0.51,Baixo
2096,175,7,6,3.05,Baixo
2097,175,1,4,2.03,Baixo
2098,176,4,46,30.46,Alto
2099,176,2,5,3.31,Baixo
2100,176,15,21,13.91,Alto
2101,176,18,14,9.27,Médio
2102,176,8,4,2.65,Baixo
2103,176,9,2,1.32,Baixo
2104,176,19,17,11.26,Alto
2105,176,10,1,0.66,Baixo
2106,176,7,4,2.65,Baixo
2107,176,1,8,5.3,Médio
2108,177,4,2680,35.28,Alto
2109,177,2,549,7.23,Médio
2110,177,5,142,1.87,Baixo
2111,177,15,619,8.15,Médio
2112,177,18,671,8.83,Médio
2113,177,8,294,3.87,Baixo
2114,177,6,269,3.54,Baixo
2115,177,9,79,1.04,Baixo
2116,177,19,217,2.86,Baixo
2117,177,10,157,2.07,Baixo
2118,177,13,27,0.36,Baixo
2119,177,7,117,1.54,Baixo
2120,177,1,163,2.15,Baixo
2121,177,17,76,1.0,Baixo
2122,178,4,193,33.8,Alto
2123,178,2,40,7.01,Médio
2124,178,5,14,2.45,Baixo
2125,178,15,41,7.18,Médio
2126,178,18,44,7.71,Médio
2127,178,8,28,4.9,Baixo
2128,178,6,21,3.68,Baixo
2129,178,9,8,1.4,Baixo
2130,178,19,12,2.1,Baixo
2131,178,10,10,1.75,Baixo
2132,178,7,7,1.23,Baixo
2133,178,1,7,1.23,Baixo
2134,179,4,145,34.12,Alto
2135,179,2,20,4.71,Baixo
2136,179,5,14,3.29,Baixo
2137,179,15,20,4.71,Baixo
2138,179,18,70,16.47,Alto
2139,179,8,18,4.24,Baixo
2140,179,6,11,2.59,Baixo
2141,179,9,2,0.47,Baixo
2142,179,19,1,0.24,Baixo
2143,179,10,3,0.71,Baixo
2144,179,7,10,2.35,Baixo
2145,179,1,4,0.94,Baixo
2146,180,4,18,31.58,Alto
2147,180,2,3,5.26,Médio
2148,180,5,2,3.51,Baixo
2149,180,15,12,21.05,Alto
2150,180,18,4,7.02,Médio
2151,180,6,4,7.02,Médio
2152,180,19,1,1.75,Baixo
2153,180,1,2,3.51,Baixo
2154,181,4,538,46.58,Alto
2155,181,2,210,18.18,Alto
2156,181,5,50,4.33,Baixo
2157,181,15,8,0.69,Baixo
2158,181,18,70,6.06,Médio
2159,181,8,17,1.47,Baixo
2160,181,6,65,5.63,Médio
2161,181,9,24,2.08,Baixo
2162,181,19,39,3.38,Baixo
2163,181,10,10,0.87,Baixo
2164,181,13,1,0.09,Baixo
2165,181,7,14,1.21,Baixo
2166,181,1,15,1.3,Baixo
2167,181,17,16,1.39,Baixo
2168,182,4,45,13.76,Alto
2169,182,2,12,3.67,Baixo
2170,182,15,99,30.28,Alto
2171,182,18,14,4.28,Baixo
2172,182,8,16,4.89,Baixo
2173,182,6,8,2.45,Baixo
2174,182,19,23,7.03,Médio
2175,182,10,6,1.83,Baixo
2176,182,7,6,1.83,Baixo
2177,182,1,13,3.98,Baixo
2178,182,17,5,1.53,Baixo
2179,183,4,71,37.77,Alto
2180,183,2,7,3.72,Baixo
2181,183,15,26,13.83,Alto
2182,183,18,2,1.06,Baixo
2183,183,8,8,4.26,Baixo
2184,183,6,10,5.32,Médio
2185,183,10,1,0.53,Baixo
2186,183,7,2,1.06,Baixo
2187,183,1,5,2.66,Baixo
2188,184,4,939,40.08,Alto
2189,184,2,120,5.12,Médio
2190,184,5,30,1.28,Baixo
2191,184,15,53,2.26,Baixo
2192,184,18,351,14.98,Alto
2193,184,8,84,3.59,Baixo
2194,184,6,47,2.01,Baixo
2195,184,9,26,1.11,Baixo
2196,184,19,100,4.27,Baixo
2197,184,10,73,3.12,Baixo
2198,184,13,2,0.09,Baixo
2199,184,7,36,1.54,Baixo
2200,184,1,17,0.73,Baixo
2201,184,17,3,0.13,Baixo
2202,185,4,22,20.37,Alto
2203,185,5,1,0.93,Baixo
2204,185,15,3,2.78,Baixo
2205,185,18,3,2.78,Baixo
2206,185,8,1,0.93,Baixo
2207,185,6,3,2.78,Baixo
2208,185,10,4,3.7,Baixo
2209,185,7,7,6.48,Médio
2210,185,1,1,0.93,Baixo
2211,186,4,113,22.07,Alto
2212,186,2,40,7.81,Médio
2213,186,5,2,0.39,Baixo
2214,186,15,127,24.8,Alto
2215,186,18,13,2.54,Baixo
2216,186,8,15,2.93,Baixo
2217,186,6,9,1.76,Baixo
2218,186,9,1,0.2,Baixo
2219,186,19,8,1.56,Baixo
2220,186,10,3,0.59,Baixo
2221,186,13,4,0.78,Baixo
2222,186,7,3,0.59,Baixo
2223,186,1,42,8.2,Médio
2224,186,17,24,4.69,Baixo
2225,187,4,249,24.6,Alto
2226,187,2,68,6.72,Médio
2227,187,5,21,2.08,Baixo
2228,187,15,164,16.21,Alto
2229,187,18,56,5.53,Médio
2230,187,8,59,5.83,Médio
2231,187,6,53,5.24,Médio
2232,187,9,9,0.89,Baixo
2233,187,19,20,1.98,Baixo
2234,187,10,32,3.16,Baixo
2235,187,7,13,1.28,Baixo
2236,187,1,26,2.57,Baixo
2237,187,17,7,0.69,Baixo
2238,188,4,274,39.42,Alto
2239,188,2,26,3.74,Baixo
2240,188,5,6,0.86,Baixo
2241,188,15,51,7.34,Médio
2242,188,18,41,5.9,Médio
2243,188,8,34,4.89,Baixo
2244,188,6,29,4.17,Baixo
2245,188,9,6,0.86,Baixo
2246,188,19,12,1.73,Baixo
2247,188,10,12,1.73,Baixo
2248,188,13,20,2.88,Baixo
2249,188,7,15,2.16,Baixo
2250,188,1,22,3.17,Baixo
2251,188,17,4,0.58,Baixo
2252,189,4,27,29.03,Alto
2253,189,2,1,1.08,Baixo
2254,189,15,8,8.6,Médio
2255,189,8,6,6.45,Médio
2256,189,6,5,5.38,Médio
2257,189,9,2,2.15,Baixo
2258,189,1,6,6.45,Médio
2259,189,17,15,16.13,Alto
2260,190,4,46,41.44,Alto
2261,190,2,2,1.8,Baixo
2262,190,5,2,1.8,Baixo
2263,190,15,7,6.31,Médio
2264,190,18,3,2.7,Baixo
2265,190,8,8,7.21,Médio
2266,190,6,4,3.6,Baixo
2267,190,9,1,0.9,Baixo
2268,190,19,1,0.9,Baixo
2269,190,10,3,2.7,Baixo
2270,190,7,4,3.6,Baixo
2271,190,1,3,2.7,Baixo
2272,190,17,2,1.8,Baixo
2273,191,4,1375,30.49,Alto
2274,191,2,294,6.52,Médio
2275,191,5,118,2.62,Baixo
2276,191,15,274,6.08,Médio
2277,191,18,126,2.79,Baixo
2278,191,8,348,7.72,Médio
2279,191,6,147,3.26,Baixo
2280,191,9,156,3.46,Baixo
2281,191,19,104,2.31,Baixo
2282,191,10,49,1.09,Baixo
2283,191,13,39,0.86,Baixo
2284,191,7,205,4.55,Baixo
2285,191,1,95,2.11,Baixo
2286,191,17,181,4.01,Baixo
2287,192,4,41,33.33,Alto
2288,192,2,1,0.81,Baixo
2289,192,5,1,0.81,Baixo
2290,192,15,5,4.07,Baixo
2291,192,18,4,3.25,Baixo
2292,192,8,12,9.76,Médio
2293,192,6,6,4.88,Baixo
2294,192,7,22,17.89,Alto
2295,192,1,2,1.63,Baixo
2296,193,4,27,29.67,Alto
2297,193,2,5,5.49,Médio
2298,193,5,1,1.1,Baixo
2299,193,15,6,6.59,Médio
2300,193,18,1,1.1,Baixo
2301,193,8,7,7.69,Médio
2302,193,6,12,13.19,Alto
2303,193,19,2,2.2,Baixo
2304,193,10,3,3.3,Baixo
2305,193,7,2,2.2,Baixo
2306,193,1,10,10.99,Alto
2307,193,17,3,3.3,Baixo
2308,194,4,24,26.09,Alto
2309,194,2,9,9.78,Médio
2310,194,15,14,15.22,Alto
2311,194,18,2,2.17,Baixo
2312,194,8,7,7.61,Médio
2313,194,6,3,3.26,Baixo
2314,194,10,1,1.09,Baixo
2315,194,7,2,2.17,Baixo
2316,194,1,2,2.17,Baixo
2317,195,4,538,47.36,Alto
2318,195,2,130,11.44,Alto
2319,195,5,28,2.46,Baixo
2320,195,15,24,2.11,Baixo
2321,195,18,26,2.29,Baixo
2322,195,8,66,5.81,Médio
2323,195,6,22,1.94,Baixo
2324,195,9,6,0.53,Baixo
2325,195,19,39,3.43,Baixo
2326,195,10,10,0.88,Baixo
2327,195,13,6,0.53,Baixo
2328,195,7,43,3.79,Baixo
2329,195,1,13,1.14,Baixo
2330,195,17,5,0.44,Baixo
2331,196,4,19,23.17,Alto
2332,196,2,2,2.44,Baixo
2333,196,15,3,3.66,Baixo
2334,196,18,5,6.1,Médio
2335,196,8,8,9.76,Médio
2336,196,6,8,9.76,Médio
2337,196,7,9,10.98,Alto
2338,196,1,3,3.66,Baixo
2339,197,4,4,6.56,Médio
2340,197,2,3,4.92,Baixo
2341,197,15,13,21.31,Alto
2342,197,18,1,1.64,Baixo
2343,197,8,8,13.11,Alto
2344,197,6,7,11.48,Alto
2345,197,10,2,3.28,Baixo
2346,197,7,6,9.84,Médio
2347,197,1,1,1.64,Baixo
2348,198,4,239,27.69,Alto
2349,198,2,23,2.67,Baixo
2350,198,5,6,0.7,Baixo
2351,198,15,113,13.09,Alto
2352,198,18,15,1.74,Baixo
2353,198,8,74,8.57,Médio
2354,198,6,18,2.09,Baixo
2355,198,9,42,4.87,Baixo
2356,198,19,32,3.71,Baixo
2357,198,10,5,0.58,Baixo
2358,198,13,14,1.62,Baixo
2359,198,7,24,2.78,Baixo
2360,198,1,15,1.74,Baixo
2361,198,17,19,2.2,Baixo
2362,199,4,41,20.1,Alto
2363,199,2,11,5.39,Médio
2364,199,5,3,1.47,Baixo
2365,199,15,24,11.76,Alto
2366,199,18,6,2.94,Baixo
2367,199,8,17,8.33,Médio
2368,199,6,11,5.39,Médio
2369,199,9,3,1.47,Baixo
2370,199,19,1,0.49,Baixo
2371,199,10,2,0.98,Baixo
2372,199,7,7,3.43,Baixo
2373,199,1,18,8.82,Médio
2374,199,17,1,0.49,Baixo
2375,200,4,213,22.35,Alto
2376,200,2,50,5.25,Médio
2377,200,5,65,6.82,Médio
2378,200,15,18,1.89,Baixo
2379,200,18,46,4.83,Baixo
2380,200,8,50,5.25,Médio
2381,200,6,19,1.99,Baixo
2382,200,9,102,10.7,Alto
2383,200,19,17,1.78,Baixo
2384,200,10,6,0.63,Baixo
2385,200,13,14,1.47,Baixo
2386,200,7,47,4.93,Baixo
2387,200,1,4,0.42,Baixo
2388,200,17,145,15.22,Alto
2389,201,4,5,13.51,Alto
2390,201,2,3,8.11,Médio
2391,201,5,2,5.41,Médio
2392,201,15,8,21.62,Alto
2393,201,18,1,2.7,Baixo
2394,201,8,3,8.11,Médio
2395,201,19,4,10.81,Alto
2396,201,10,1,2.7,Baixo
