distribuicao_geo_id,localidade_id,nacionalidade_id,populacao_nacional_local,concentracao_relativa,dominio_regional
3966,335,1,19,3.73,Baixo
3967,336,4,354,11.4,Alto
3968,336,2,23,0.74,Baixo
3969,336,5,13,0.42,Baixo
3970,336,15,356,11.47,Alto
3971,336,18,111,3.57,Baixo
3972,336,8,101,3.25,Baixo
3973,336,6,83,2.67,Baixo
3974,336,9,13,0.42,Baixo
3975,336,19,14,0.45,Baixo
3976,336,10,167,5.38,Médio
3977,336,13,31,1.0,Baixo
3978,336,7,88,2.83,Baixo
3979,336,1,166,5.35,Médio
3980,336,17,12,0.39,Baixo
3981,337,4,41,13.4,Alto
3982,337,2,15,4.9,Baixo
3983,337,5,2,0.65,Baixo
3984,337,15,40,13.07,Alto
3985,337,18,6,1.96,Baixo
3986,337,8,11,3.59,Baixo
3987,337,6,9,2.94,Baixo
3988,337,9,1,0.33,Baixo
3989,337,10,12,3.92,Baixo
3990,337,13,2,0.65,Baixo
3991,337,7,11,3.59,Baixo
3992,337,1,8,2.61,Baixo
3993,338,4,5,1.36,Baixo
3994,338,2,2,0.54,Baixo
3995,338,5,1,0.27,Baixo
3996,338,15,55,14.99,Alto
3997,338,18,1,0.27,Baixo
3998,338,8,4,1.09,Baixo
3999,338,6,11,3.0,Baixo
4000,338,10,8,2.18,Baixo
4001,338,7,11,3.0,Baixo
4002,338,1,38,10.35,Alto
4003,339,15,5,7.25,Médio
4004,339,7,3,4.35,Baixo
4005,339,1,3,4.35,Baixo
4006,340,4,21,8.82,Médio
4007,340,5,1,0.42,Baixo
4008,340,15,34,14.29,Alto
4009,340,18,3,1.26,Baixo
4010,340,8,12,5.04,Médio
4011,340,6,6,2.52,Baixo
4012,340,19,1,0.42,Baixo
4013,340,10,21,8.82,Médio
4014,340,7,4,1.68,Baixo
4015,340,1,20,8.4,Médio
4016,340,17,39,16.39,Alto
4017,341,4,32,7.41,Médio
4018,341,2,2,0.46,Baixo
4019,341,15,52,12.04,Alto
4020,341,18,1,0.23,Baixo
4021,341,8,9,2.08,Baixo
4022,341,6,4,0.93,Baixo
4023,341,10,11,2.55,Baixo
4024,341,7,9,2.08,Baixo
4025,341,1,13,3.01,Baixo
4026,342,4,132,12.12,Alto
4027,342,2,8,0.73,Baixo
4028,342,5,8,0.73,Baixo
4029,342,15,137,12.58,Alto
4030,342,18,19,1.74,Baixo
4031,342,8,25,2.3,Baixo
4032,342,6,10,0.92,Baixo
4033,342,9,9,0.83,Baixo
4034,342,19,2,0.18,Baixo
4035,342,10,35,3.21,Baixo
4036,342,7,25,2.3,Baixo
4037,342,1,94,8.63,Médio
4038,343,4,18,13.43,Alto
4039,343,5,2,1.49,Baixo
4040,343,15,18,13.43,Alto
4041,343,18,4,2.99,Baixo
4042,343,8,7,5.22,Médio
4043,343,10,2,1.49,Baixo
4044,343,7,4,2.99,Baixo
4045,343,1,7,5.22,Médio
4046,344,4,10,6.99,Médio
4047,344,15,17,11.89,Alto
4048,344,8,5,3.5,Baixo
4049,344,6,4,2.8,Baixo
4050,344,10,3,2.1,Baixo
4051,344,13,5,3.5,Baixo
4052,344,7,2,1.4,Baixo
4053,344,1,6,4.2,Baixo
