Índice;;;Figura 5 e 6;Figura 7 e 8
Nível territorial;Código territorial;Designação;Densidade populacional (N.º/ km²) ;Taxa de variação da população residente (%)
;;;2021;2011-2021
Freguesia;090509;Maceira;30,40;6,99
Freguesia;090510;Matança;15,56;-11,52
Freguesia;090511;Muxagata;22,39;-7,47
Freguesia;090512;Queiriz;23,31;-12,69
Freguesia;090517;União das freguesias de Cortiçô e Vila Chã;20,65;-26,55
Freguesia;090518;União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;27,83;-12,36
Freguesia;090519;União das freguesias de Sobral Pichorro e Fuinhas;14,96;-24,33
Município;0504;Fundão;37,85;-9,28
Freguesia;050401;Alcaide;34,87;-5,36
Freguesia;050402;Alcaria;51,26;-6,69
Freguesia;050403;Alcongosta;56,91;-16,30
Freguesia;050406;Alpedrinha;57,44;-14,44
Freguesia;050408;Barroca;16,36;-23,79
Freguesia;050410;Bogas de Cima;10,50;-5,48
Freguesia;050411;Capinha;10,37;-16,80
Freguesia;050412;Castelejo;19,04;-14,33
Freguesia;050413;Castelo Novo;8,71;-13,05
Freguesia;050431;Enxames;19,44;-15,96
Freguesia;050416;Fatela;40,46;-19,15
Freguesia;050419;Lavacolhos;9,06;-23,73
Freguesia;050420;Orca;9,80;-17,08
Freguesia;050421;Pêro Viseu;33,54;-11,54
Freguesia;050424;Silvares;47,80;0,00
Freguesia;050425;Soalheira;68,60;-4,38
Freguesia;050426;Souto da Casa;25,40;-7,56
Freguesia;050427;Telhado;32,82;-6,31
Freguesia;050432;Três Povos;11,22;-19,04
Freguesia;050434;União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;218,55;-5,92
Freguesia;050433;União das freguesias de Janeiro de Cima e Bogas de Baixo;9,17;-15,00
Freguesia;050435;União das freguesias de Póvoa de Atalaia e Atalaia do Campo;42,97;-12,54
Freguesia;050436;União das freguesias de Vale de Prazeres e Mata da Rainha;16,47;-15,47
Município;0906;Gouveia;40,66;-12,99
Freguesia;090602;Arcozelo;23,73;-20,50
Freguesia;090603;Cativelos;43,23;-15,75
Freguesia;090605;Folgosinho;8,55;-11,42
Freguesia;090625;Gouveia;88,83;-9,27
Freguesia;090612;Nespereira;122,86;-12,80
Freguesia;090613;Paços da Serra;48,27;-16,47
Freguesia;090614;Ribamondego;34,70;-17,35
Freguesia;090617;São Paio;44,89;-15,58
Freguesia;090623;União das freguesias de Aldeias e Mangualde da Serra;11,29;-13,82
Freguesia;090624;União das freguesias de Figueiró da Serra e Freixo da Serra;29,62;4,14
Freguesia;090626;União das freguesias de Melo e Nabais;55,36;-11,41
Freguesia;090627;União das freguesias de Moimenta da Serra e Vinhó;74,79;-12,93
Freguesia;090628;União das freguesias de Rio Torto e Lagarinhos;38,50;-17,77
Freguesia;090619;Vila Cortês da Serra;18,26;-24,34
Freguesia;090620;Vila Franca da Serra;21,62;-9,16
Freguesia;090621;Vila Nova de Tazem;92,10;-13,99
Município;0907;Guarda;56,34;-5,70
Freguesia;090766;Adão;9,11;-9,15
Freguesia;090703;Aldeia do Bispo;15,03;-10,00
Freguesia;090704;Aldeia Viçosa;35,89;-21,70
Freguesia;090705;Alvendre;14,37;-11,43
Freguesia;090706;Arrifana;35,08;-16,04
Freguesia;090708;Avelãs da Ribeira;12,57;-27,55
Freguesia;090709;Benespera;15,56;-5,39
Freguesia;090711;Casal de Cinza;26,88;-13,90
Freguesia;090712;Castanheira;12,09;-13,62
Freguesia;090713;Cavadoude;36,54;-25,00
Freguesia;090714;Codesseiro;16,63;-21,95
Freguesia;090716;Faia;18,00;-20,70
Freguesia;090717;Famalicão;28,59;-25,53
Freguesia;090718;Fernão Joanes;7,42;-30,86
Freguesia;090757;Gonçalo;35,42;-17,74
Freguesia;090721;Gonçalo Bocas;31,68;-10,13
Freguesia;090758;Guarda;702,10;-0,47
Freguesia;090759;Jarmelo São Miguel;16,18;-6,44
Freguesia;090760;Jarmelo São Pedro;8,88;-11,25
Freguesia;090722;João Antão;14,35;-21,25
Freguesia;090723;Maçainhas;80,08;-9,62
Freguesia;090724;Marmeleiro;10,02;-17,73
Freguesia;090725;Meios;31,06;-23,86
Freguesia;090728;Panoias de Cima;49,87;-6,58
Freguesia;090729;Pega;11,38;-24,84
Freguesia;090730;Pêra do Moço;38,50;-4,57
Freguesia;090732;Porto da Carne;170,71;-12,21
Freguesia;090734;Ramela;17,81;-16,97
Freguesia;090738;Santana da Azinha;33,12;15,03
Freguesia;090744;Sobral da Serra;19,02;-11,98
Freguesia;090761;União de freguesias de Avelãs de Ambom e Rocamondo;11,54;-2,53
Freguesia;090762;União de freguesias de Corujeira e Trinta;32,72;-22,14
Freguesia;090763;União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;14,27;-18,70
Freguesia;090764;União de freguesias de Pousade e Albardo;12,67;-20,74
Freguesia;090765;União de freguesias de Rochoso e Monte Margarida;8,92;-29,67
Freguesia;090746;Vale de Estrela;25,47;-9,90
Freguesia;090747;Valhelhas;15,01;-23,48
Freguesia;090748;Vela;20,14;-13,67
Freguesia;090749;Videmonte;7,20;-18,83
Freguesia;090750;Vila Cortês do Mondego;64,61;-5,03
Freguesia;090751;Vila Fernando;24,34;-19,35
Freguesia;090752;Vila Franca do Deão;10,32;-12,42
Freguesia;090753;Vila Garcia;19,83;-5,00
Município;0908;Manteigas;23,85;-15,19
Freguesia;090802;Manteigas (Santa Maria);56,19;-11,64
Freguesia;090803;Manteigas (São Pedro);19,28;-18,81
Freguesia;090801;Sameiro;12,44;-20,12
Freguesia;090804;Vale de Amoreira;12,41;-6,73
Município;0909;Mêda;16,18;-11,00
Freguesia;090901;Aveloso;24,66;-11,11
Freguesia;090902;Barreira;6,41;-6,78
Freguesia;090905;Coriscada;7,03;-14,90
Freguesia;090907;Longroiva;5,28;-23,78
Freguesia;090908;Marialva;9,21;-30,59
Freguesia;090912;Poço do Canto;20,35;-25,51
Freguesia;090914;Rabaçal;15,67;-20,86
Freguesia;090915;Ranhados;9,24;-7,14
Freguesia;090917;Mêda, Outeiro de Gatos e Fonte Longa;47,09;-2,64
Freguesia;090918;Prova e Casteição;10,41;-11,44
Freguesia;090919;União das freguesias de Vale Flor, Carvalhal e Pai Penela;7,36;-21,78
Município;0910;Pinhel;16,70;-15,94
Freguesia;091028;Agregação das freguesias Sul de Pinhel;8,82;-17,05
Freguesia;091032;Alto do Palurdo;4,06;-20,66
Freguesia;091029;Alverca da Beira/Bouça Cova;21,29;-25,93
Freguesia;091009;Ervedosa;10,67;-27,89
Freguesia;091010;Freixedas;22,20;-18,78
Freguesia;091012;Lamegal;9,52;-17,39
Freguesia;091013;Lameiras;11,26;-31,03
Freguesia;091014;Manigoto;9,44;-19,35
Freguesia;091015;Pala;29,14;-23,57
Freguesia;091017;Pinhel;73,75;-6,40
Freguesia;091018;Pínzio;13,45;-19,43
Freguesia;091024;Souro Pires;30,19;-19,56
Freguesia;091030;Terras de Massueime;16,55;-25,18
Freguesia;091035;União das freguesias de Atalaia e Safurdão;5,83;-3,38
Freguesia;091031;Valbom/Bogalhal;5,94;-23,51
Freguesia;091033;Vale do Côa;3,30;-26,81
Freguesia;091034;Vale do Massueime;9,06;-28,52
Freguesia;091027;Vascoveiro;8,62;-16,13
Município;0911;Sabugal;13,71;-10,08
Freguesia;091101;Águas Belas;8,12;-4,57
Freguesia;091103;Aldeia da Ponte;7,14;-17,35
Freguesia;091102;Aldeia do Bispo;18,19;-16,43
Freguesia;091106;Aldeia Velha;19,78;-4,18
Freguesia;091107;Alfaiates;11,45;8,76
Freguesia;091109;Baraçal;12,98;9,47
Freguesia;091110;Bendada;13,67;-18,45
Freguesia;091111;Bismula;9,93;-1,55
Freguesia;091112;Casteleiro;6,99;-14,79
Freguesia;091113;Cerdeira;8,02;-17,90
Freguesia;091114;Fóios;10,95;-14,36
Freguesia;091118;Malcata;15,15;-3,01
Freguesia;091120;Nave;8,48;0,00
Freguesia;091123;Quadrazais;9,36;-16,85
Freguesia;091124;Quintas de São Bartolomeu;16,07;-5,00
Freguesia;091125;Rapoula do Côa;33,75;37,44
Freguesia;091126;Rebolosa;22,83;-7,66
Freguesia;091127;Rendo;9,86;-23,74
Freguesia;091133;Sortelha;8,07;-27,93
Freguesia;091134;Souto;40,76;-6,45
Freguesia;091141;União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;3,87;-23,34
Freguesia;091142;União das freguesias de Lajeosa e Forcalhos;7,57;-24,22
Freguesia;091143;União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;10,22;-17,89
Freguesia;091144;União das freguesias de Ruvina, Ruivós e Vale das Éguas;10,59;-11,76
Freguesia;091146;União das freguesias de Santo Estêvão e Moita;11,28;-20,82
Freguesia;091147;União das freguesias de Seixo do Côa e Vale Longo;7,27;-16,51
Freguesia;091145;União das freguesias do Sabugal e Aldeia de Santo António;46,22;-5,00
Freguesia;091136;Vale de Espinho;9,74;-21,63
Freguesia;091138;Vila Boa;27,61;-2,06
Freguesia;091139;Vila do Touro;7,59;-3,28
Município;0912;Seia;49,93;-11,93
Freguesia;091201;Alvoco da Serra;8,81;-28,97
Freguesia;091205;Girabolhos;13,59;-23,97
Freguesia;091207;Loriga;23,39;-19,47
Freguesia;091208;Paranhos;59,59;-15,83
Freguesia;091209;Pinhanços;87,27;1,54
Freguesia;091210;Sabugueiro;10,11;-15,27
Freguesia;091212;Sandomil;56,35;-18,76
Freguesia;091213;Santa Comba;61,28;-13,07
Freguesia;091216;Santiago;156,53;-3,49
Freguesia;091219;Sazes da Beira;31,45;-13,43
Freguesia;091221;Teixeira;9,05;-22,99
Freguesia;091224;Travancinha;31,03;-18,01
Freguesia;091230;União das freguesias de Carragozela e Várzea de Meruge;54,17;-13,20
Freguesia;091231;União das freguesias de Sameice e Santa Eulália;35,60;-20,38
Freguesia;091232;União das freguesias de Santa Marinha e São Martinho;90,52;-16,21
Freguesia;091233;União das freguesias de Seia, São Romão e Lapa dos Dinheiros;161,80;-7,19
Freguesia;091234;União das freguesias de Torrozelo e Folhadosa;69,41;-12,38
Freguesia;091235;União das freguesias de Tourais e Lajes;58,40;-10,74
Freguesia;091236;União das freguesias de Vide e Cabeça;10,09;-25,10
Freguesia;091225;Valezim;20,10;-21,61
Freguesia;091228;Vila Cova à Coelheira;46,22;-12,13
Município;0913;Trancoso;23,27;-14,83
Freguesia;091301;Aldeia Nova;10,29;-16,87
Freguesia;091303;Castanheira;16,52;-14,95
Freguesia;091304;Cogula;36,21;-13,85
Freguesia;091305;Cótimos;13,95;-14,55
Freguesia;091307;Fiães;18,81;-33,70
Freguesia;091309;Granja;11,78;-27,81
Freguesia;091310;Guilheiro;9,21;-31,52
Freguesia;091311;Moimentinha;25,94;-24,45
Freguesia;091312;Moreira de Rei;12,48;-19,09
Freguesia;091313;Palhais;35,65;-21,43
Freguesia;091314;Póvoa do Concelho;22,90;-10,14
Freguesia;091315;Reboleiro;55,01;-23,77
Freguesia;091316;Rio de Mel;11,94;-13,62
Freguesia;091321;Tamanhos;21,03;-30,00
Freguesia;091330;União das freguesias de Freches e Torres;18,87;-24,11
Freguesia;091331;União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;11,74;-13,97
Freguesia;091332;União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;54,98;-6,70
Freguesia;091333;União das freguesias de Vale do Seixo e Vila Garcia;9,14;-24,08
Freguesia;091334;União das freguesias de Vila Franca das Naves e Feital;54,61;-14,95
Freguesia;091335;União das freguesias de Vilares e Carnicães;15,24;-12,03
Freguesia;091325;Valdujo;10,32;-14,59
NUTS 2;17;Área Metropolitana de Lisboa;951,90;1,71
NUTS 3;170;Área Metropolitana de Lisboa;951,90;1,71
Município;1502;Alcochete;149,14;8,96
Freguesia;150201;Alcochete;110,75;8,08
Freguesia;150202;Samouco;702,52;6,40
Freguesia;150203;São Francisco;618,03;17,56
Município;1503;Almada;2.531,61;1,84
Freguesia;150303;Costa da Caparica;1.372,10;4,10
Freguesia;150312;União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;7.903,74;-2,12
Freguesia;150313;União das freguesias de Caparica e Trafaria;1.572,84;0,75
Freguesia;150314;União das freguesias de Charneca de Caparica e Sobreda;1.677,56;8,47
Freguesia;150315;União das freguesias de Laranjeiro e Feijó;5.023,35;-0,72
Município;1115;Amadora;7.210,01;-2,10
Freguesia;111513;Águas Livres;17.016,74;0,48
Freguesia;111512;Alfragide;6.707,97;-1,21
Freguesia;111514;Encosta do Sol;9.676,07;-4,13
Freguesia;111515;Falagueira-Venda Nova;7.268,53;-10,34
Freguesia;111516;Mina de Água;5.310,38;-2,20
Freguesia;111517;Venteira;4.928,06;3,46
Município;1504;Barreiro;2.152,34;-0,53
Freguesia;150407;Santo António da Charneca;1.505,71;0,50
Freguesia;150409;União das freguesias de Alto do Seixalinho, Santo André e Verderena;5.751,53;-1,11
Freguesia;150410;União das freguesias de Barreiro e Lavradio;2.818,22;-0,29
Freguesia;150411;União das freguesias de Palhais e Coina;264,30;1,42
Município;1105;Cascais;2.198,40;3,70
Freguesia;110501;Alcabideche;1.110,51;4,75
Freguesia;110506;São Domingos de Rana;2.909,53;3,02
Freguesia;110507;União das freguesias de Carcavelos e Parede;5.737,24;3,38
Freguesia;110508;União das freguesias de Cascais e Estoril;2.201,37;3,86
Município;1106;Lisboa;5.456,32;-1,25
Freguesia;110601;Ajuda;4.967,36;-8,39
Freguesia;110602;Alcântara;2.731,76;-0,67
Freguesia;110654;Alvalade;6.237,64;4,70
Freguesia;110655;Areeiro;12.302,33;5,11
Freguesia;110656;Arroios;15.634,74;5,21
Freguesia;110657;Avenidas Novas;7.779,60;7,57
Freguesia;110607;Beato;4.912,50;-4,35
Freguesia;110658;Belém;1.586,39;0,11
Freguesia;110608;Benfica;4.409,23;-4,39
Freguesia;110659;Campo de Ourique;13.418,18;0,09
Freguesia;110610;Campolide;5.338,27;-4,35
Freguesia;110611;Carnide;4.885,64;-6,19
Freguesia;110660;Estrela;4.405,87;0,69
Freguesia;110618;Lumiar;7.052,36;1,60
Freguesia;110621;Marvila;4.983,01;-6,12
Freguesia;110661;Misericórdia;4.410,05;-25,96
Freguesia;110633;Olivais;3.977,63;-4,76
Freguesia;110662;Parque das Nações;4.114,34;6,45
Freguesia;110663;Penha de França;10.507,38;1,82
Freguesia;110664;Santa Clara;7.037,20;5,18
Freguesia;110665;Santa Maria Maior;3.339,20;-21,61
Freguesia;110666;Santo António;7.422,82;-6,56
Freguesia;110639;São Domingos de Benfica;7.943,12;3,13
Freguesia;110667;São Vicente;7.013,07;-9,02
Município;1107;Loures;1.205,25;1,05
Freguesia;110702;Bucelas;141,36;2,98
Freguesia;110705;Fanhões;226,91;-5,78
Freguesia;110707;Loures;921,82;13,02
Freguesia;110708;Lousa;194,67;1,48
Freguesia;110731;União das freguesias de Camarate, Unhos e Apelação;2.895,85;-4,12
Freguesia;110726;União das freguesias de Moscavide e Portela;12.603,61;-4,43
Freguesia;110727;União das freguesias de Sacavém e Prior Velho;6.342,42;-0,60
Freguesia;110728;União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;2.527,17;0,28
Freguesia;110729;União das freguesias de Santo Antão e São Julião do Tojal;302,89;6,85
Freguesia;110730;União das freguesias de Santo António dos Cavaleiros e Frielas;3.100,22;1,68
Município;1109;Mafra;296,63;12,82
Freguesia;110902;Carvoeira;346,89;32,16
Freguesia;110904;Encarnação;172,50;2,50
Freguesia;110906;Ericeira;1.025,64;20,46
Freguesia;110909;Mafra;433,39;15,54
Freguesia;110911;Milharado;312,93;8,86
Freguesia;110913;Santo Isidoro;177,04;15,26
Freguesia;110918;União das freguesias de Azueira e Sobral da Abelheira;144,76;2,73
Freguesia;110919;União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;125,72;3,70
Freguesia;110920;União das freguesias de Igreja Nova e Cheleiros;126,60;7,05
Freguesia;110921;União das freguesias de Malveira e São Miguel de Alcainça;572,52;16,83
Freguesia;110922;União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;366,86;9,74
Município;1506;Moita;1.198,97;0,34
Freguesia;150601;Alhos Vedros;901,51;7,28
Freguesia;150603;Moita;988,18;0,42
Freguesia;150607;União das freguesias de Baixa da Banheira e Vale da Amoreira;4.686,76;-2,78
Freguesia;150608;União das freguesias de Gaio-Rosário e Sarilhos Pequenos;176,44;-3,58
Município;1507;Montijo;159,72;8,71
Freguesia;150701;Canha;7,39;-7,28
Freguesia;150704;Sarilhos Grandes;275,53;-5,29
Freguesia;150709;União das freguesias de Atalaia e Alto Estanqueiro-Jardia;394,07;5,78
Freguesia;150710;União das freguesias de Montijo e Afonsoeiro;1.316,08;11,57
Freguesia;150711;União das freguesias de Pegões;51,27;4,52
Município;1116;Odivelas;5.577,77;1,99
Freguesia;111603;Odivelas;11.822,62;0,07
Freguesia;111608;União das freguesias de Pontinha e Famões;3.812,27;2,84
Freguesia;111609;União das freguesias de Póvoa de Santo Adrião e Olival Basto;7.150,57;-0,35
Freguesia;111610;União das freguesias de Ramada e Caneças;3.574,64;5,99
Município;1110;Oeiras;3.742,27;-0,27
Freguesia;111002;Barcarena;1.603,88;4,26
Freguesia;111009;Porto Salvo;2.056,95;-0,39
Freguesia;111012;União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;6.676,32;-1,50
Freguesia;111013;União das freguesias de Carnaxide e Queijas;4.095,23;-0,58
Freguesia;111014;União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;4.293,72;-0,09
Município;1508;Palmela;148,03;9,58
Freguesia;150802;Palmela;242,67;7,49
Freguesia;150803;Pinhal Novo;495,76;7,96
Freguesia;150804;Quinta do Anjo;278,99;20,20
Freguesia;150806;União das freguesias de Poceirão e Marateca;31,23;3,84
Município;1510;Seixal;1.744,44;5,21
Freguesia;151002;Amora;2.028,15;1,47
Freguesia;151005;Corroios;2.935,07;6,60
Freguesia;151006;Fernão Ferro;868,01;21,66
Freguesia;151007;União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;1.525,15;1,52
Município;1511;Sesimbra;267,63;5,83
Freguesia;151103;Quinta do Conde;1.953,34;9,70
Freguesia;151101;Sesimbra (Castelo);112,71;6,08
Freguesia;151102;Sesimbra (Santiago);2.021,29;-15,66
Município;1512;Setúbal;536,17;1,91
Freguesia;151207;Gâmbia-Pontes-Alto da Guerra;204,91;15,70
Freguesia;151208;Sado;81,80;-7,37
Freguesia;151205;Setúbal (São Sebastião);2.062,19;0,16
Freguesia;151209;União das freguesias de Azeitão (São Lourenço e São Simão);302,16;10,96
Freguesia;151210;União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);1.026,84;-0,90
Município;1111;Sintra;1.207,93;2,06
Freguesia;111102;Algueirão-Mem Martins;4.290,56;3,62
Freguesia;111115;Casal de Cambra;6.150,69;5,09
Freguesia;111105;Colares;232,12;1,55
Freguesia;111108;Rio de Mouro;3.001,15;4,60
Freguesia;111122;União das freguesias de Agualva e Mira-Sintra;6.910,20;0,53
Freguesia;111123;União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;269,42;2,82
Freguesia;111125;União das freguesias de Massamá e Monte Abraão;15.470,55;-2,28
Freguesia;111126;União das freguesias de Queluz e Belas;1.980,13;0,15
Freguesia;111127;União das freguesias de São João das Lampas e Terrugem;215,23;9,02
Freguesia;111128;União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);470,43;1,03
Freguesia;111124;União das freguesias do Cacém e São Marcos;8.937,61;2,54
Município;1114;Vila Franca de Xira;432,21;0,47
Freguesia;111412;União das freguesias de Alhandra, São João dos Montes e Calhandriz;459,15;-1,72
Freguesia;111413;União das freguesias de Alverca do Ribatejo e Sobralinho;1.524,46;0,96
Freguesia;111414;União das freguesias de Castanheira do Ribatejo e Cachoeiras;297,01;-3,77
Freguesia;111415;União das freguesias de Póvoa de Santa Iria e Forte da Casa;4.461,90;1,16
Freguesia;111408;Vialonga;1.185,61;1,07
Freguesia;111409;Vila Franca de Xira;86,14;0,76
NUTS 2;18;Alentejo;22,29;-6,97
NUTS 3;181;Alentejo Litoral;18,16;-1,51
Município;1501;Alcácer do Sal;7,41;-14,82
Freguesia;150106;Comporta;7,27;-13,72
Freguesia;150105;São Martinho;3,94;-22,44
Freguesia;150104;Torrão;5,20;-15,64
Freguesia;150107;União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;8,70;-14,39
Município;1505;Grândola;16,74;-6,77
Freguesia;150501;Azinheira dos Barros e São Mamede do Sádão;3,15;-22,87
Freguesia;150505;Carvalhal;18,51;-6,87
Freguesia;150503;Melides;9,40;-12,00
Freguesia;150506;União das freguesias de Grândola e Santa Margarida da Serra;24,75;-4,91
Município;0211;Odemira;17,17;13,32
Freguesia;021116;Boavista dos Pinheiros;52,18;20,94
Freguesia;021118;Colos;7,47;-22,71
Freguesia;021117;Longueira/Almograve;25,46;72,12
Freguesia;021115;Luzianes-Gare;3,96;-12,82
Freguesia;021102;Relíquias;8,29;6,87
Freguesia;021103;Sabóia;5,93;-19,97
Freguesia;021119;Santa Clara-a-Velha;3,87;-27,49
Freguesia;021106;São Luís;12,84;-5,33
Freguesia;021107;São Martinho das Amoreiras;7,26;4,08
Freguesia;021120;São Salvador e Santa Maria;27,88;8,14
Freguesia;021121;São Teotónio;25,05;35,10
Freguesia;021122;Vale de Santiago;7,33;-21,39
Freguesia;021111;Vila Nova de Milfontes;74,01;12,50
Município;1509;Santiago do Cacém;26,21;-6,65
Freguesia;150901;Abela;6,07;-6,07
Freguesia;150902;Alvalade;11,14;-14,06
Freguesia;150903;Cercal;21,49;-12,14
Freguesia;150904;Ermidas-Sado;25,13;2,52
Freguesia;150907;Santo André;137,25;-3,17
Freguesia;150910;São Francisco da Serra;14,34;-8,90
Freguesia;150912;União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;37,96;-6,65
Freguesia;150913;União das freguesias de São Domingos e Vale de Água;5,68;-20,35
Município;1513;Sines;69,84;-0,28
Freguesia;151302;Porto Covo;21,51;5,11
Freguesia;151301;Sines;85,90;-0,70
NUTS 3;184;Baixo Alentejo;13,45;-9,34
Município;0201;Aljustrel;19,36;-4,14
Freguesia;020102;Ervidel;23,60;-8,76
Freguesia;020103;Messejana;7,13;-9,08
Freguesia;020104;São João de Negrilhos;17,66;-8,23
Freguesia;020106;União das freguesias de Aljustrel e Rio de Moinhos;25,28;-1,57
Município;0202;Almodôvar;8,63;-9,89
Freguesia;020208;Aldeia dos Fernandes;24,22;-3,92
Freguesia;020203;Rosário;9,75;-2,63
Freguesia;020205;Santa Cruz;3,91;-25,81
Freguesia;020206;São Barnabé;2,62;-30,13
Freguesia;020209;União das freguesias de Almodôvar e Graça dos Padrões;15,43;-4,85
Freguesia;020210;União das freguesias de Santa Clara-a-Nova e Gomes Aires;4,52;-17,80
Município;0203;Alvito;8,61;-8,95
Freguesia;020301;Alvito;8,76;-5,00
Freguesia;020302;Vila Nova da Baronia;8,45;-12,93
Município;0204;Barrancos;8,54;-21,59
Freguesia;020401;Barrancos;8,54;-21,59
Município;0205;Beja;29,13;-6,86
Freguesia;020502;Baleizão;6,33;-2,00
Freguesia;020503;Beringel;74,02;-8,69
Freguesia;020504;Cabeça Gorda;14,39;-18,83
Freguesia;020506;Nossa Senhora das Neves;28,70;-12,71
Freguesia;020510;Santa Clara de Louredo;10,39;-13,54
Freguesia;020516;São Matias;7,30;-9,84
Freguesia;020519;União das freguesias de Albernoa e Trindade;4,25;-13,86
Freguesia;020520;União das freguesias de Beja (Salvador e Santa Maria da Feira);475,79;-3,80
Freguesia;020521;União das freguesias de Beja (Santiago Maior e São João Baptista);260,64;-4,65
Freguesia;020522;União das freguesias de Salvada e Quintos;5,91;-12,65
Freguesia;020523;União das freguesias de Santa Vitória e Mombeja;4,72;-20,08
Freguesia;020524;União das freguesias de Trigaches e São Brissos;7,11;-15,21
Município;0206;Castro Verde;12,07;-5,54
Freguesia;020603;Entradas;7,78;-8,63
Freguesia;020604;Santa Bárbara de Padrões;11,02;-22,48
Freguesia;020605;São Marcos da Ataboeira;2,50;-23,08
Freguesia;020606;União das freguesias de Castro Verde e Casével;16,39;-1,07
Município;0207;Cuba;25,41;-10,35
Freguesia;020701;Cuba;44,11;-6,47
Freguesia;020702;Faro do Alentejo;10,85;-17,94
Freguesia;020703;Vila Alva;11,18;-19,07
Freguesia;020704;Vila Ruiva;18,89;-18,63
Município;0208;Ferreira do Alentejo;11,85;-6,92
Freguesia;020803;Figueira dos Cavaleiros;7,68;-11,96
Freguesia;020804;Odivelas;4,30;-12,73
Freguesia;020807;União das freguesias de Alfundão e Peroguarda;14,57;4,89
Freguesia;020808;União das freguesias de Ferreira do Alentejo e Canhestros;16,03;-7,80
Município;0209;Mértola;4,80;-14,68
Freguesia;020901;Alcaria Ruiva;2,91;-25,80
Freguesia;020902;Corte do Pinto;10,29;-14,24
Freguesia;020903;Espírito Santo;2,42;-1,79
Freguesia;020904;Mértola;7,76;-11,33
Freguesia;020905;Santana de Cambas;4,50;-5,90
Freguesia;020906;São João dos Caldeireiros;4,25;-22,05
Freguesia;020910;União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;2,96;-21,91
Município;0210;Moura;13,83;-12,59
Freguesia;021001;Amareleja;18,70;-20,83
Freguesia;021002;Póvoa de São Miguel;4,07;-14,30
Freguesia;021008;Sobral da Adiça;6,24;-14,91
Freguesia;021009;União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;27,97;-8,97
Freguesia;021010;União das freguesias de Safara e Santo Aleixo da Restauração;6,60;-16,30
Município;0212;Ourique;7,30;-10,21
Freguesia;021203;Ourique;11,23;-2,44
Freguesia;021206;Santana da Serra;3,46;-22,35
Freguesia;021207;União das freguesias de Garvão e Santa Luzia;11,21;-18,10
Freguesia;021208;União das freguesias de Panoias e Conceição;3,40;-16,15
Município;0213;Serpa;12,44;-11,94
Freguesia;021302;Brinches;10,06;-10,49
Freguesia;021303;Pias;15,51;-10,87
Freguesia;021308;União das freguesias de Serpa (Salvador e Santa Maria);12,61;-10,24
Freguesia;021309;União das freguesias de Vila Nova de São Bento e Vale de Vargo;11,44;-14,98
Freguesia;021307;Vila Verde de Ficalho;11,91;-13,98
Município;0214;Vidigueira;16,35;-12,76
Freguesia;021401;Pedrógão;7,45;-18,59
Freguesia;021402;Selmes;5,67;-12,75
Freguesia;021403;Vidigueira;95,54;-10,14
Freguesia;021404;Vila de Frades;31,19;-13,90
NUTS 3;185;Lezíria do Tejo;55,17;-4,68
Município;1403;Almeirim;99,10;-5,84
Freguesia;140301;Almeirim;178,91;-3,47
Freguesia;140302;Benfica do Ribatejo;95,49;-8,87
Freguesia;140303;Fazendas de Almeirim;108,95;-8,59
Freguesia;140304;Raposa;7,60;-9,31
Município;1404;Alpiarça;73,14;-9,44
Freguesia;140401;Alpiarça;73,14;-9,44
Município;1103;Azambuja;81,55;-1,80
Freguesia;110301;Alcoentre;66,59;-9,14
Freguesia;110302;Aveiras de Baixo;75,71;8,66
Freguesia;110303;Aveiras de Cima;178,48;-1,95
Freguesia;110304;Azambuja;101,80;0,82
Freguesia;110310;União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;34,65;-12,57
Freguesia;110306;Vale do Paraíso;141,90;8,52
Freguesia;110307;Vila Nova da Rainha;39,08;5,08
Município;1405;Benavente;56,98;2,38
Freguesia;140504;Barrosa;88,98;-12,00
Freguesia;140501;Benavente;71,97;2,30
Freguesia;140502;Samora Correia;55,07;3,36
