Índice;;;Figura 5 e 6;Figura 7 e 8
Nível territorial;Código territorial;Designação;Densidade populacional (N.º/ km²) ;Taxa de variação da população residente (%)
;;;2021;2011-2021
Freguesia;030501;Agilde;128,63;-5,54
Freguesia;030502;Arnóia;80,73;-11,16
Freguesia;030520;Basto (São Clemente);89,62;-9,38
Freguesia;030503;Borba de Montanha;102,48;-13,76
Freguesia;030508;Codeçoso;36,26;-12,61
Freguesia;030510;Fervença;87,72;-26,85
Freguesia;030515;Moreira do Castelo;95,11;-6,86
Freguesia;030517;Rego;60,07;-16,84
Freguesia;030518;Ribas;108,70;-15,73
Freguesia;030523;União das freguesias de Britelo, Gémeos e Ourilhe;199,83;-6,51
Freguesia;030524;União das freguesias de Caçarilhe e Infesta;44,78;-32,72
Freguesia;030525;União das freguesias de Canedo de Basto e Corgo;83,22;-16,65
Freguesia;030526;União das freguesias de Carvalho e Basto (Santa Tecla);93,92;-5,89
Freguesia;030527;União das freguesias de Veade, Gagos e Molares;131,79;-12,79
Freguesia;030521;Vale de Bouro;103,68;0,62
Município;1804;Cinfães;74,10;-13,20
Freguesia;180403;Cinfães;121,16;-9,28
Freguesia;180404;Espadanedo;219,06;-11,91
Freguesia;180405;Ferreiros de Tendais;33,75;-22,30
Freguesia;180406;Fornelos;58,53;-16,07
Freguesia;180408;Moimenta;54,43;-12,75
Freguesia;180409;Nespereira;47,10;-14,26
Freguesia;180410;Oliveira do Douro;88,96;-17,79
Freguesia;180412;Santiago de Piães;91,36;-10,57
Freguesia;180413;São Cristóvão de Nogueira;90,25;-15,13
Freguesia;180414;Souselo;309,60;-11,34
Freguesia;180415;Tarouquela;156,78;-16,18
Freguesia;180416;Tendais;21,94;-13,63
Freguesia;180417;Travanca;143,26;-14,11
Freguesia;180418;União das freguesias de Alhões, Bustelo, Gralheira e Ramires;13,78;-13,11
Município;1303;Felgueiras;482,53;-3,82
Freguesia;130301;Aião;297,84;-3,27
Freguesia;130302;Airães;571,57;-7,80
Freguesia;130305;Friande;531,91;-4,79
Freguesia;130306;Idães;358,65;2,16
Freguesia;130307;Jugueiros;163,76;-6,37
Freguesia;130313;Penacova;354,00;-6,02
Freguesia;130314;Pinheiro;294,96;1,06
Freguesia;130315;Pombeiro de Ribavizela;430,98;-6,54
Freguesia;130317;Refontoura;551,45;-8,84
Freguesia;130318;Regilde;383,77;-7,94
Freguesia;130319;Revinhade;239,94;-1,48
Freguesia;130324;Sendim;222,48;-3,87
Freguesia;130334;União das freguesias de Macieira da Lixa e Caramos;417,73;-5,50
Freguesia;130335;União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;1.014,62;-1,64
Freguesia;130336;União das freguesias de Pedreira, Rande e Sernande;471,20;-5,68
Freguesia;130337;União das freguesias de Torrados e Sousa;630,90;-5,14
Freguesia;130338;União das freguesias de Unhão e Lordelo;221,57;-5,01
Freguesia;130339;União das freguesias de Vila Cova da Lixa e Borba de Godim;451,78;-1,78
Freguesia;130340;União das freguesias de Vila Fria e Vizela (São Jorge);365,89;-8,15
Freguesia;130341;União das freguesias de Vila Verde e Santão;451,27;-10,60
Município;1305;Lousada;493,07;-0,05
Freguesia;130502;Aveleda;558,27;2,60
Freguesia;130504;Caíde de Rei;360,03;-4,19
Freguesia;130510;Lodares;531,70;3,05
Freguesia;130512;Macieira;829,03;-4,39
Freguesia;130513;Meinedo;408,16;-6,22
Freguesia;130515;Nevogilde;712,50;-6,34
Freguesia;130524;Sousela;266,22;-0,45
Freguesia;130525;Torno;653,60;-3,58
Freguesia;130527;União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);291,55;-1,20
Freguesia;130528;União das freguesias de Cristelos, Boim e Ordem;728,96;1,90
Freguesia;130529;União das freguesias de Figueiras e Covas;494,24;1,76
Freguesia;130530;União das freguesias de Lustosa e Barrosas (Santo Estêvão);365,72;0,69
Freguesia;130531;União das freguesias de Nespereira e Casais;735,33;-1,49
Freguesia;130532;União das freguesias de Silvares, Pias, Nogueira e Alvarenga;628,60;7,34
Freguesia;130526;Vilar do Torno e Alentém;343,50;-3,50
Município;1307;Marco de Canaveses;245,37;-7,31
Freguesia;130732;Alpendorada, Várzea e Torrão;478,89;-5,07
Freguesia;130733;Avessadas e Rosém;123,34;-6,34
Freguesia;130704;Banho e Carvalhosa;218,74;-15,83
Freguesia;130734;Bem Viver;369,34;-8,64
Freguesia;130705;Constance;316,46;-6,58
Freguesia;130736;Marco;636,40;0,48
Freguesia;130737;Paredes de Viadores e Manhuncelos;116,92;-13,58
Freguesia;130738;Penha Longa e Paços de Gaiolo;139,08;-13,71
Freguesia;130739;Sande e São Lourenço do Douro;193,74;-14,78
Freguesia;130735;Santo Isidoro e Livração;388,01;-13,01
Freguesia;130722;Soalhães;138,07;-9,78
Freguesia;130723;Sobretâmega;381,69;-4,24
Freguesia;130724;Tabuado;196,47;-2,84
Freguesia;130740;Várzea, Aliviada e Folhada;101,16;-15,34
Freguesia;130741;Vila Boa de Quires e Maureles;179,00;-10,22
Freguesia;130730;Vila Boa do Bispo;244,23;-5,93
Município;1309;Paços de Ferreira;783,14;-1,32
Freguesia;130902;Carvalhosa;753,59;-1,51
Freguesia;130904;Eiriz;362,29;-5,30
Freguesia;130905;Ferreira;628,74;-2,23
Freguesia;130906;Figueiró;869,12;-0,76
Freguesia;130917;Frazão Arreigada;800,41;-6,96
Freguesia;130908;Freamunde;1.467,38;-2,98
Freguesia;130910;Meixomil;855,94;1,99
Freguesia;130918;Paços de Ferreira;1.590,30;6,43
Freguesia;130913;Penamaior;533,63;-6,10
Freguesia;130914;Raimonda;739,17;-3,30
Freguesia;130919;Sanfins Lamoso Codessos;548,37;-3,80
Freguesia;130916;Seroa;597,14;3,02
Município;1311;Penafiel;328,08;-3,65
Freguesia;131101;Abragão;242,50;-1,28
Freguesia;131102;Boelhe;300,98;-6,70
Freguesia;131103;Bustelo;245,19;-0,88
Freguesia;131104;Cabeça Santa;339,68;-6,88
Freguesia;131105;Canelas;133,59;-4,24
Freguesia;131106;Capela;72,75;-7,66
Freguesia;131107;Castelões;323,22;-2,36
Freguesia;131108;Croca;269,88;1,30
Freguesia;131109;Duas Igrejas;278,40;-8,56
Freguesia;131110;Eja;175,05;-16,78
Freguesia;131112;Fonte Arcada;302,70;-7,89
Freguesia;131113;Galegos;565,43;-3,18
Freguesia;131141;Guilhufe e Urrô;525,27;-3,90
Freguesia;131115;Irivo;662,46;-3,76
Freguesia;131142;Lagares e Figueira;167,07;-3,00
Freguesia;131140;Luzim e Vila Cova;145,19;-6,16
Freguesia;131121;Oldrões;481,28;-2,50
Freguesia;131122;Paço de Sousa;446,28;-1,36
Freguesia;131139;Penafiel;696,09;0,80
Freguesia;131125;Perozelo;330,08;-2,15
Freguesia;131128;Rans;591,48;-5,75
Freguesia;131132;Recezinhos (São Mamede);320,94;-5,21
Freguesia;131133;Recezinhos (São Martinho);325,95;-4,63
Freguesia;131129;Rio de Moinhos;308,89;-12,13
Freguesia;131138;Rio Mau;218,60;-4,76
Freguesia;131134;Sebolido;159,81;-10,45
Freguesia;131143;Termas de São Vicente;466,01;-5,37
Freguesia;131136;Valpedre;238,23;-4,31
Município;1813;Resende;81,48;-11,55
Freguesia;181302;Barrô;59,26;-20,03
Freguesia;181303;Cárquere;99,47;-12,65
Freguesia;181310;Paus;31,42;-20,27
Freguesia;181311;Resende;258,92;-2,84
Freguesia;181312;São Cipriano;100,00;-13,10
Freguesia;181313;São João de Fontoura;106,13;-23,29
Freguesia;181314;São Martinho de Mouros;92,51;-10,84
Freguesia;181316;União das freguesias de Anreade e São Romão de Aregos;137,13;-8,36
Freguesia;181317;União das freguesias de Felgueiras e Feirão;27,41;-16,51
Freguesia;181318;União das freguesias de Freigil e Miomães;91,25;-14,18
Freguesia;181319;União das freguesias de Ovadas e Panchorra;11,88;-30,81
NUTS 3;11D;Douro;45,61;-10,37
Município;1701;Alijó;35,24;-12,19
Freguesia;170101;Alijó;88,01;-1,94
Freguesia;170107;Favaios;43,68;-11,94
Freguesia;170108;Pegarinhos;20,98;-15,27
Freguesia;170109;Pinhão;207,33;-4,01
Freguesia;170112;Sanfins do Douro;73,49;-15,99
Freguesia;170113;Santa Eugénia;30,42;-16,52
Freguesia;170114;São Mamede de Ribatua;29,14;-19,51
Freguesia;170120;União das freguesias de Carlão e Amieiro;18,99;-21,63
Freguesia;170121;União das freguesias de Castedo e Cotas;18,54;-13,27
Freguesia;170122;União das freguesias de Pópulo e Ribalonga;19,20;-19,49
Freguesia;170123;União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;34,70;-22,32
Freguesia;170116;Vila Chã;22,00;-16,51
Freguesia;170117;Vila Verde;13,00;-12,06
Freguesia;170118;Vilar de Maçada;40,42;-10,82
Município;1801;Armamar;48,44;-9,83
Freguesia;180101;Aldeias;59,15;-8,90
Freguesia;180120;Armamar;90,15;3,14
Freguesia;180104;Cimbres;44,48;-12,34
Freguesia;180106;Folgosa;69,58;-21,96
Freguesia;180107;Fontelo;80,05;-6,08
Freguesia;180109;Queimada;68,31;2,11
Freguesia;180110;Queimadela;83,87;-16,13
Freguesia;180111;Santa Cruz;21,95;-16,02
Freguesia;180114;São Cosmado;36,85;-14,05
Freguesia;180115;São Martinho das Chãs;49,43;-12,93
Freguesia;180121;União das freguesias de Aricera e Goujoim;17,37;-13,95
Freguesia;180122;União das freguesias de São Romão e Santiago;32,32;-26,80
Freguesia;180123;União das freguesias de Vila Seca e Santo Adrião;27,28;-19,13
Freguesia;180118;Vacalar;28,48;-16,10
Município;0403;Carrazeda de Ansiães;19,66;-13,86
Freguesia;040304;Carrazeda de Ansiães;190,40;0,29
Freguesia;040306;Fonte Longa;19,35;-14,29
Freguesia;040308;Linhares;12,15;-17,34
Freguesia;040309;Marzagão;18,06;-6,98
Freguesia;040311;Parambos;16,28;-26,32
Freguesia;040312;Pereiros;10,27;-35,74
Freguesia;040313;Pinhal do Norte;12,73;-18,63
Freguesia;040314;Pombal;13,67;-29,01
Freguesia;040316;Seixo de Ansiães;10,05;-16,90
Freguesia;040320;União das freguesias de Amedo e Zedes;17,11;-13,20
Freguesia;040321;União das freguesias de Belver e Mogo de Malta;18,38;-15,94
Freguesia;040322;União das freguesias de Castanheiro do Norte e Ribalonga;19,47;-22,35
Freguesia;040323;União das freguesias de Lavandeira, Beira Grande e Selores;9,26;-24,61
Freguesia;040318;Vilarinho da Castanheira;12,81;-12,77
Município;0404;Freixo de Espada à Cinta;13,17;-14,92
Freguesia;040404;Ligares;7,29;-16,12
Freguesia;040406;Poiares;8,03;-20,44
Freguesia;040407;União das freguesias de Freixo de Espada à Cinta e Mazouco;22,61;-10,28
Freguesia;040408;União das freguesias de Lagoaça e Fornos;6,89;-28,20
Município;1805;Lamego;146,95;-8,91
Freguesia;180502;Avões;103,08;-18,90
Freguesia;180504;Britiande;165,00;-15,20
Freguesia;180505;Cambres;141,13;-22,94
Freguesia;180507;Ferreirim;162,39;-0,66
Freguesia;180508;Ferreiros de Avões;160,75;-16,31
Freguesia;180509;Figueira;61,32;-18,42
Freguesia;180510;Lalim;91,27;-9,60
Freguesia;180525;Lamego (Almacave e Sé);597,57;-1,17
Freguesia;180511;Lazarim;24,61;-21,88
Freguesia;180516;Penajóia;79,37;-21,41
Freguesia;180517;Penude;109,67;-15,61
Freguesia;180519;Samodães;55,66;-15,27
Freguesia;180520;Sande;259,11;-11,46
Freguesia;180526;União das freguesias de Bigorne, Magueija e Pretarouca;28,55;-18,56
Freguesia;180527;União das freguesias de Cepões, Meijinhos e Melcões;88,50;-9,43
Freguesia;180528;União das freguesias de Parada do Bispo e Valdigem;69,12;-14,24
Freguesia;180523;Várzea de Abrunhais;56,24;-18,77
Freguesia;180524;Vila Nova de Souto d'El-Rei;82,82;-11,65
Município;1704;Mesão Frio;133,10;-19,99
Freguesia;170401;Barqueiros;115,24;-23,40
Freguesia;170402;Cidadelhe;50,58;-23,39
Freguesia;170408;Mesão Frio (Santo André);217,95;-16,19
Freguesia;170403;Oliveira;101,45;-10,74
Freguesia;170407;Vila Marim;107,02;-26,39
Município;1807;Moimenta da Beira;42,78;-7,85
Freguesia;180702;Alvite;53,24;-6,21
Freguesia;180703;Arcozelos;64,00;-9,79
Freguesia;180705;Baldos;34,01;-24,88
Freguesia;180706;Cabaços;19,63;-21,43
Freguesia;180707;Caria;24,30;-19,92
Freguesia;180708;Castelo;21,12;-20,00
Freguesia;180709;Leomil;30,76;1,43
Freguesia;180710;Moimenta da Beira;306,69;-1,56
Freguesia;180713;Passô;65,98;-16,33
Freguesia;180716;Vila da Rua;52,74;-15,14
Freguesia;180717;Sarzedo;30,86;-4,94
Freguesia;180719;Sever;51,25;-4,10
Freguesia;180721;União das freguesias de Paradinha e Nagosa;18,94;-2,97
Freguesia;180722;União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;13,34;-9,11
Freguesia;180723;União das freguesias de Peva e Segões;17,41;-17,34
Freguesia;180720;Vilar;37,00;-17,28
Município;1707;Murça;27,70;-11,88
Freguesia;170701;Candedo;28,53;-18,06
Freguesia;170703;Fiolhoso;25,68;-7,96
Freguesia;170704;Jou;14,35;-18,20
Freguesia;170705;Murça;140,69;-8,05
Freguesia;170710;União das freguesias de Carva e Vilares;14,74;-8,47
Freguesia;170711;União das freguesias de Noura e Palheiros;19,46;-10,47
Freguesia;170708;Valongo de Milhais;11,98;-19,45
Município;1812;Penedono;20,48;-7,25
Freguesia;181202;Beselga;18,28;-15,89
Freguesia;181203;Castainço;9,57;-20,50
Freguesia;181207;Penela da Beira;17,46;-9,07
Freguesia;181208;Póvoa de Penela;34,49;3,69
Freguesia;181209;Souto;19,75;-9,15
Freguesia;181210;União das freguesias de Antas e Ourozinho;9,48;-10,94
Freguesia;181211;União das freguesias de Penedono e Granja;33,84;-3,98
Município;1708;Peso da Régua;153,28;-15,12
Freguesia;170802;Fontelas;195,05;-19,33
Freguesia;170805;Loureiro;183,54;-22,70
Freguesia;170809;Sedielos;57,72;-19,98
Freguesia;170813;União das freguesias de Galafura e Covelinhas;44,48;-20,43
Freguesia;170814;União das freguesias de Moura Morta e Vinhós;58,59;-26,76
Freguesia;170815;União das freguesias de Peso da Régua e Godim;879,07;-10,58
Freguesia;170816;União das freguesias de Poiares e Canelas;43,41;-18,69
Freguesia;170810;Vilarinho dos Freires;93,29;-22,42
Município;1710;Sabrosa;35,36;-12,78
Freguesia;171001;Celeirós;38,29;-9,46
Freguesia;171002;Covas do Douro;18,45;-18,24
Freguesia;171004;Gouvinhas;15,01;-17,60
Freguesia;171007;Paços;39,56;-11,29
Freguesia;171005;Parada de Pinhão;44,93;-16,83
Freguesia;171009;Sabrosa;130,18;-5,99
Freguesia;171011;São Lourenço de Ribapinhão;26,43;-21,87
Freguesia;171013;Souto Maior;47,82;-9,86
Freguesia;171014;Torre do Pinhão;20,26;-13,45
Freguesia;171016;União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;25,20;-24,35
Freguesia;171017;União das freguesias de São Martinho de Antas e Paradela de Guiães;37,25;-6,42
Freguesia;171015;Vilarinho de São Romão;38,23;-19,39
Município;1711;Santa Marta de Penaguião;88,05;-17,07
Freguesia;171101;Alvações do Corgo;93,32;-15,09
Freguesia;171102;Cumieira;90,88;-12,22
Freguesia;171103;Fontes;42,25;-20,72
Freguesia;171106;Medrões;84,08;-14,26
Freguesia;171110;Sever;94,17;-18,63
Freguesia;171111;União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;169,48;-17,18
Freguesia;171112;União das freguesias de Louredo e Fornelos;42,73;-22,27
Município;1815;São João da Pesqueira;25,46;-13,96
Freguesia;181501;Castanheiro do Sul;18,73;-12,98
Freguesia;181502;Ervedosa do Douro;25,57;-20,48
Freguesia;181504;Nagozelo do Douro;43,09;-17,87
Freguesia;181505;Paredes da Beira;24,08;-21,30
Freguesia;181507;Riodades;20,18;-12,34
Freguesia;181509;Soutelo do Douro;20,90;-18,95
Freguesia;181515;União das freguesias de São João da Pesqueira e Várzea de Trevões;42,67;-4,50
Freguesia;181516;União das freguesias de Trevões e Espinhosa;18,12;-21,55
Freguesia;181517;União das freguesias de Vilarouco e Pereiros;10,28;-13,35
Freguesia;181511;Vale de Figueira;21,62;-22,94
Freguesia;181512;Valongo dos Azeites;48,25;-3,08
Município;1818;Sernancelhe;24,90;0,37
Freguesia;181801;Arnas;8,80;-15,00
Freguesia;181802;Carregal;20,22;6,87
Freguesia;181803;Chosendo;23,63;5,12
Freguesia;181804;Cunha;18,98;4,19
Freguesia;181806;Faia;44,08;-22,71
Freguesia;181810;Granjal;20,54;3,68
Freguesia;181811;Lamosa;13,54;0,00
Freguesia;181814;Quintela;18,08;-15,31
Freguesia;181818;União das freguesias de Ferreirim e Macieira;27,45;5,68
Freguesia;181819;União das freguesias de Fonte Arcada e Escurquela;21,34;3,92
Freguesia;181820;União das freguesias de Penso e Freixinho;25,74;-1,62
Freguesia;181821;União das freguesias de Sernancelhe e Sarzeda;39,19;2,45
Freguesia;181817;Vila da Ponte;36,65;-0,43
Município;1819;Tabuaço;37,61;-20,72
Freguesia;181901;Adorigo;32,61;-24,18
Freguesia;181902;Arcos;20,53;-30,04
Freguesia;181904;Chavães;31,64;-22,34
Freguesia;181905;Desejosa;15,62;-33,14
Freguesia;181906;Granja do Tedo;41,38;-27,10
Freguesia;181908;Longa;30,60;-43,51
Freguesia;181913;Sendim;31,75;-4,26
Freguesia;181914;Tabuaço;142,92;-13,86
Freguesia;181918;União das freguesias de Barcos e Santa Leocádia;41,09;-11,97
Freguesia;181919;União das freguesias de Paradela e Granjinha;10,94;-45,00
Freguesia;181920;União das freguesias de Pinheiros e Vale de Figueira;20,50;-26,23
Freguesia;181921;União das freguesias de Távora e Pereiro;30,32;-29,30
Freguesia;181917;Valença do Douro;27,37;-30,03
Município;1820;Tarouca;73,56;-8,51
Freguesia;182004;Mondim da Beira;82,63;-25,57
Freguesia;182005;Salzedas;73,64;-15,12
Freguesia;182006;São João de Tarouca;24,74;-24,09
Freguesia;182011;União das freguesias de Gouviães e Ucanha;78,08;-14,57
Freguesia;182012;União das freguesias de Granja Nova e Vila Chã da Beira;31,68;-24,20
Freguesia;182013;União das freguesias de Tarouca e Dálvares;197,67;2,07
Freguesia;182009;Várzea da Serra;9,77;-20,69
Município;0409;Torre de Moncorvo;12,84;-20,37
Freguesia;040901;Açoreira;14,18;-35,11
Freguesia;040903;Cabeça Boa;10,77;-33,64
Freguesia;040905;Carviçais;8,10;-32,63
Freguesia;040906;Castedo;10,03;-23,73
Freguesia;040909;Horta da Vilariça;12,67;-32,90
Freguesia;040910;Larinho;11,09;-10,41
Freguesia;040911;Lousa;8,46;-19,83
Freguesia;040913;Mós;3,20;-23,17
Freguesia;040916;Torre de Moncorvo;72,39;-9,65
Freguesia;040918;União das freguesias de Adeganha e Cardanha;6,78;-23,87
Freguesia;040919;União das freguesias de Felgar e Souto da Velha;18,33;-17,86
Freguesia;040920;União das freguesias de Felgueiras e Maçores;8,53;-27,83
Freguesia;040921;União das freguesias de Urros e Peredo dos Castelhanos;3,47;-30,85
Município;0914;Vila Nova de Foz Côa;15,83;-13,79
Freguesia;091401;Almendra;5,68;-19,95
Freguesia;091402;Castelo Melhor;4,57;-26,32
Freguesia;091403;Cedovim;8,85;-15,98
Freguesia;091404;Chãs;13,30;-15,83
Freguesia;091405;Custóias;17,57;-5,45
Freguesia;091418;Freixo de Numão;14,28;-14,78
Freguesia;091407;Horta;15,99;-33,47
Freguesia;091410;Muxagata;10,06;-13,59
Freguesia;091411;Numão;9,11;-12,50
Freguesia;091412;Santa Comba;4,75;-30,29
Freguesia;091414;Sebadelhe;26,61;-18,87
Freguesia;091415;Seixas;25,55;-6,87
Freguesia;091416;Touça;20,02;-20,00
Freguesia;091419;Vila Nova de Foz Côa;34,39;-9,78
Município;1714;Vila Real;130,86;-4,40
Freguesia;171401;Abaças;44,30;-13,37
Freguesia;171403;Andrães;67,07;-1,15
Freguesia;171404;Arroios;366,44;-5,19
Freguesia;171406;Campeã;50,98;-10,84
Freguesia;171409;Folhadela;134,68;-4,33
Freguesia;171410;Guiães;44,81;-19,67
Freguesia;171414;Lordelo;625,39;1,83
Freguesia;171415;Mateus;854,83;4,09
Freguesia;171416;Mondrões;85,87;-10,99
Freguesia;171420;Parada de Cunhos;244,89;-11,09
Freguesia;171426;Torgueda;85,52;-10,71
Freguesia;171431;União das freguesias de Adoufe e Vilarinho de Samardã;70,39;-8,19
Freguesia;171432;União das freguesias de Borbela e Lamas de Olo;70,01;4,67
Freguesia;171433;União das freguesias de Constantim e Vale de Nogueiras;66,51;-6,79
Freguesia;171434;União das freguesias de Mouçós e Lamares;98,70;-6,47
Freguesia;171435;União das freguesias de Nogueira e Ermida;63,46;-21,27
Freguesia;171436;União das freguesias de Pena, Quintã e Vila Cova;28,54;-12,94
Freguesia;171437;União das freguesias de São Tomé do Castelo e Justes;25,65;-16,91
Freguesia;171438;Vila Real;2.446,12;-1,39
Freguesia;171429;Vila Marim;65,36;-12,92
NUTS 3;11E;Terras de Trás-os-Montes;19,35;-8,73
Município;0401;Alfândega da Fé;13,43;-15,28
Freguesia;040102;Alfândega da Fé;47,69;-5,74
Freguesia;040103;Cerejais;9,41;-20,79
Freguesia;040111;Sambade;11,88;-21,26
Freguesia;040121;União das freguesias de Agrobom, Saldonha e Vale Pereiro;6,47;-20,38
Freguesia;040122;União das freguesias de Eucisia, Gouveia e Valverde;5,23;-25,49
Freguesia;040123;União das freguesias de Ferradosa e Sendim da Serra;6,25;-32,67
Freguesia;040124;União das freguesias de Gebelim e Soeima;9,77;-9,94
Freguesia;040125;União das freguesias de Parada e Sendim da Ribeira;8,31;-3,70
Freguesia;040126;União das freguesias de Pombal e Vales;9,68;-26,87
Freguesia;040118;Vilar Chão;8,31;-21,24
Freguesia;040119;Vilarelhos;18,01;-21,09
Freguesia;040120;Vilares de Vilariça;8,85;-38,89
Município;0402;Bragança;29,47;-2,15
Freguesia;040201;Alfaião;9,33;-5,20
Freguesia;040203;Babe;8,16;-12,18
Freguesia;040204;Baçal;16,21;-4,96
Freguesia;040206;Carragosa;5,83;-14,74
Freguesia;040209;Castro de Avelãs;31,90;-6,52
Freguesia;040210;Coelhoso;14,11;-12,54
Freguesia;040212;Donai;27,80;-6,05
Freguesia;040213;Espinhosela;6,13;-6,97
Freguesia;040215;França;3,71;-16,39
Freguesia;040216;Gimonde;21,70;4,99
Freguesia;040217;Gondesende;10,74;-28,35
Freguesia;040218;Gostei;20,37;-6,59
Freguesia;040219;Grijó de Parada;7,95;-16,22
Freguesia;040221;Macedo do Mato;11,45;-14,42
Freguesia;040224;Mós;15,06;-1,69
Freguesia;040225;Nogueira;38,28;-6,67
Freguesia;040226;Outeiro;5,72;-22,26
Freguesia;040229;Parâmio;8,64;-8,88
Freguesia;040230;Pinela;10,02;3,65
Freguesia;040232;Quintanilha;10,69;0,46
Freguesia;040233;Quintela de Lampaças;9,21;-14,42
Freguesia;040234;Rabal;6,50;-11,11
Freguesia;040236;Rebordãos;20,27;-2,38
Freguesia;040239;Salsas;10,30;-30,85
Freguesia;040240;Samil;136,10;11,96
Freguesia;040241;Santa Comba de Rossas;31,54;-9,21
Freguesia;040244;São Pedro de Sarracenos;23,88;3,83
Freguesia;040246;Sendas;7,82;-18,03
Freguesia;040247;Serapicos;6,62;-10,10
Freguesia;040248;Sortes;12,30;-11,49
Freguesia;040250;União das freguesias de Aveleda e Rio de Onor;2,13;-16,54
Freguesia;040251;União das freguesias de Castrelos e Carrazedo;4,24;-11,20
Freguesia;040252;União das freguesias de Izeda, Calvelhe e Paradinha Nova;11,71;-29,79
Freguesia;040253;União das freguesias de Parada e Faílde;10,34;-17,96
Freguesia;040254;União das freguesias de Rebordainhos e Pombares;6,15;-20,86
Freguesia;040255;União das freguesias de Rio Frio e Milhão;4,52;-21,15
Freguesia;040256;União das freguesias de São Julião de Palácios e Deilão;3,96;-20,25
Freguesia;040257;União das freguesias de Sé, Santa Maria e Meixedo;635,72;3,06
Freguesia;040249;Zoio;5,78;-25,40
Município;0405;Macedo de Cavaleiros;20,38;-9,67
Freguesia;040502;Amendoeira;25,45;-6,32
Freguesia;040503;Arcas;9,34;-17,94
Freguesia;040507;Carrapatas;23,50;-22,34
Freguesia;040509;Chacim;11,68;-14,34
Freguesia;040510;Cortiços;9,77;-19,93
Freguesia;040511;Corujas;14,43;-14,88
Freguesia;040514;Ferreira;9,78;-1,03
Freguesia;040515;Grijó;39,39;-5,39
Freguesia;040516;Lagoa;7,72;-13,14
Freguesia;040517;Lamalonga;19,98;-15,67
Freguesia;040518;Lamas;30,55;-14,39
Freguesia;040519;Lombo;21,11;-12,14
Freguesia;040520;Macedo de Cavaleiros;411,60;-1,92
Freguesia;040521;Morais;10,16;-17,70
Freguesia;040523;Olmos;7,97;-28,37
Freguesia;040524;Peredo;8,65;-25,97
Freguesia;040526;Salselas;7,82;-26,42
Freguesia;040528;Sezulfe;17,81;3,04
Freguesia;040530;Talhas;5,84;-18,99
Freguesia;040539;União das freguesias de Ala e Vilarinho do Monte;10,11;-14,88
Freguesia;040540;União das freguesias de Bornes e Burga;13,13;-22,80
Freguesia;040541;União das freguesias de Castelãos e Vilar do Monte;24,26;-16,45
Freguesia;040542;União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;6,02;-13,84
Freguesia;040543;União das freguesias de Podence e Santa Combinha;13,26;-15,69
Freguesia;040544;União das freguesias de Talhinhas e Bagueixe;7,43;-20,36
Freguesia;040532;Vale Benfeito;10,50;-12,15
Freguesia;040533;Vale da Porca;13,71;-16,43
Freguesia;040534;Vale de Prados;45,52;9,51
Freguesia;040536;Vilarinho de Agrochão;15,60;-8,09
Freguesia;040538;Vinhas;4,85;-32,20
Município;0406;Miranda do Douro;13,27;-13,62
Freguesia;040604;Duas Igrejas;11,18;-6,84
Freguesia;040605;Genísio;5,16;-18,28
Freguesia;040607;Malhadas;9,94;-20,06
Freguesia;040608;Miranda do Douro;58,11;-8,43
Freguesia;040609;Palaçoulo;13,36;2,17
Freguesia;040611;Picote;11,84;-23,59
Freguesia;040612;Póvoa;7,28;-21,15
Freguesia;040613;São Martinho de Angueira;6,50;-22,15
Freguesia;040618;União das freguesias de Constantim e Cicouro;4,21;-25,00
Freguesia;040619;União das freguesias de Ifanes e Paradela;5,21;-25,08
Freguesia;040620;União das freguesias de Sendim e Atenor;21,04;-16,61
Freguesia;040621;União das freguesias de Silva e Águas Vivas;8,13;-17,50
Freguesia;040616;Vila Chã de Braciosa;6,03;-20,80
Município;0407;Mirandela;32,45;-10,34
Freguesia;040701;Abambres;17,96;-2,59
Freguesia;040702;Abreiro;8,32;-22,18
Freguesia;040703;Aguieiras;16,71;-14,88
Freguesia;040704;Alvites;9,60;-27,85
Freguesia;040708;Bouça;14,01;-30,27
Freguesia;040709;Cabanelas;18,44;-10,88
Freguesia;040710;Caravelas;12,09;-28,97
Freguesia;040711;Carvalhais;55,76;-5,39
Freguesia;040712;Cedães;10,61;-20,12
Freguesia;040713;Cobro;12,51;-24,88
Freguesia;040714;Fradizela;14,49;-20,94
Freguesia;040716;Frechas;39,48;-21,21
Freguesia;040718;Lamas de Orelhão;16,65;-18,78
Freguesia;040720;Mascarenhas;15,00;-23,27
Freguesia;040721;Mirandela;351,22;-3,84
Freguesia;040722;Múrias;10,82;-13,17
Freguesia;040724;Passos;18,11;-21,28
Freguesia;040727;São Pedro Velho;11,89;-14,59
Freguesia;040728;São Salvador;14,07;-10,31
Freguesia;040729;Suçães;14,00;-11,67
Freguesia;040730;Torre de Dona Chama;33,20;-16,83
